Time,X-Moto,Y-Moto,Z-Moto,X-E4,Y-E4,Z-E4
18:21:04.020,-0.13907915,-0.15218288,0.02177386,,,
18:21:04.060,-0.20625034,-0.109718494,-0.12124825,,,
18:21:04.100,-0.124980785,-0.24596344,0.0532545,,,
18:21:04.104,,,,0.25,0.03125,0.96875
18:21:04.105,,,,0.25,0.046875,0.96875
18:21:04.105,,,,0.234375,0.0625,0.96875
18:21:04.105,,,,0.234375,0.125,0.96875
18:21:04.105,,,,0.1875,0.125,0.953125
18:21:04.105,,,,0.1875,0.171875,0.96875
18:21:04.140,-0.14741921,-0.08865225,-0.056221336,,,
18:21:04.180,-0.12388824,0.01008114,-0.14552104,,,
18:21:04.220,-0.06513712,0.037637476,-0.03538786,,,
18:21:04.257,,,,0.203125,0.1875,1.015625
18:21:04.259,,,,0.1875,0.171875,1.0
18:21:04.260,0.038276013,0.10484541,0.022423377,,,
18:21:04.267,,,,0.140625,0.140625,1.015625
18:21:04.268,,,,0.15625,0.140625,1.03125
18:21:04.270,,,,0.15625,0.0625,1.015625
18:21:04.271,,,,0.171875,0.046875,1.015625
18:21:04.300,0.061035328,0.11918997,0.16564009,,,
18:21:04.340,0.06855485,0.27140674,0.014603398,,,
18:21:04.380,0.10564468,0.21723968,0.018416481,,,
18:21:04.420,0.113537244,0.20979793,-0.04209212,,,
18:21:04.456,,,,0.140625,-0.03125,0.9375
18:21:04.456,,,,0.125,-0.0625,0.90625
18:21:04.456,,,,0.265625,-0.078125,0.984375
18:21:04.457,,,,0.265625,-0.125,0.9375
18:21:04.457,,,,0.1875,-0.203125,0.828125
18:21:04.457,,,,0.265625,-0.171875,0.90625
18:21:04.460,0.11756438,0.1661863,-0.025138825,,,
18:21:04.500,0.10009504,0.16341045,-0.020427661,,,
18:21:04.540,0.057785735,0.107298896,-0.06254993,,,
18:21:04.580,0.044975918,0.060533844,-0.015645504,,,
18:21:04.620,0.034765426,0.012512693,0.0061338996,,,
18:21:04.659,,,,0.3125,-0.125,0.953125
18:21:04.660,-0.0038673715,-0.031804986,0.024197273,,,
18:21:04.674,,,,0.09375,-0.15625,0.78125
18:21:04.676,,,,0.0625,-0.140625,0.8125
18:21:04.677,,,,0.109375,-0.0625,0.953125
18:21:04.678,,,,0.078125,0.03125,0.96875
18:21:04.680,,,,0.046875,0.0625,1.15625
18:21:04.700,-0.016444504,-0.1518911,-0.0270018,,,
18:21:04.740,-0.036552984,-0.21096955,0.05919449,,,
18:21:04.780,-0.054650616,-0.385649,-0.051314797,,,
18:21:04.820,-0.03666114,-0.445961,-4.0746792E-05,,,
18:21:04.854,,,,-0.03125,0.046875,1.046875
18:21:04.854,,,,-0.15625,0.125,1.015625
18:21:04.855,,,,-0.078125,0.140625,1.046875
18:21:04.855,,,,-0.109375,0.15625,0.96875
18:21:04.855,,,,-0.109375,0.1875,0.984375
18:21:04.855,,,,-0.09375,0.1875,1.015625
18:21:04.857,-0.047936436,-0.42092058,-0.048816018,,,
18:21:04.898,-0.032376185,-0.4218949,-0.15225963,,,
18:21:04.940,0.0057979575,-0.4232113,-0.038156696,,,
18:21:05.005,0.0010433525,-0.54173005,-0.10157738,-0.078125,0.171875,1.0
18:21:05.005,0.0010433525,-0.54173005,-0.10157738,,,
18:21:05.006,,,,-0.0625,0.140625,0.9375
18:21:05.006,,,,-0.0625,0.140625,0.9375
18:21:05.006,,,,0.0,0.125,0.953125
18:21:05.007,,,,0.0625,0.109375,1.0
18:21:05.007,,,,0.09375,0.09375,0.96875
18:21:05.038,-0.023011174,-0.4319662,-0.1986462,,,
18:21:05.128,-0.020710055,-0.38876957,-0.17878161,,,
18:21:05.197,-0.01863905,-0.34989262,-0.16090344,,,
18:21:05.216,,,,0.125,0.078125,0.9375
18:21:05.218,,,,0.203125,0.03125,0.921875
18:21:05.219,,,,0.34375,0.03125,0.890625
18:21:05.236,,,,0.40625,0.03125,0.875
18:21:05.237,,,,0.5,0.046875,0.9375
18:21:05.239,,,,0.53125,0.03125,0.921875
18:21:05.269,-0.016775146,-0.31490335,-0.14481308,,,
18:21:05.341,-0.015097628,-0.283413,-0.13033177,,,
18:21:05.405,,,,0.453125,0.03125,0.828125
18:21:05.405,,,,0.5,0.03125,0.796875
18:21:05.406,,,,0.53125,0.109375,0.890625
18:21:05.406,,,,0.609375,0.078125,0.84375
18:21:05.406,,,,0.65625,0.03125,0.75
18:21:05.406,,,,0.59375,0.0625,0.71875
18:21:05.408,0.06837015,-0.4119565,-0.3209851,,,
18:21:05.481,0.10130363,-0.37405673,-0.31063953,,,
18:21:05.550,0.12061663,-0.43530828,-0.19146524,,,
18:21:05.618,,,,0.734375,0.078125,0.671875
18:21:05.619,,,,0.8125,0.0625,0.671875
18:21:05.619,,,,0.78125,0.09375,0.65625
18:21:05.620,,,,0.75,0.09375,0.625
18:21:05.620,,,,0.765625,0.078125,0.59375
18:21:05.622,,,,0.75,0.078125,0.578125
18:21:05.755,,,,0.75,0.125,0.578125
18:21:05.755,,,,0.78125,0.125,0.59375
18:21:05.755,,,,0.796875,0.125,0.59375
18:21:05.756,,,,0.765625,0.125,0.59375
18:21:05.757,,,,0.75,0.125,0.59375
18:21:05.757,,,,0.734375,0.140625,0.59375
18:21:05.958,,,,0.734375,0.140625,0.609375
18:21:05.959,,,,0.734375,0.15625,0.578125
18:21:05.962,,,,0.75,0.15625,0.5625
18:21:05.978,,,,0.75,0.1875,0.59375
18:21:05.979,,,,0.8125,0.203125,0.65625
18:21:05.989,,,,0.765625,0.1875,0.578125
18:21:06.155,,,,0.734375,0.171875,0.578125
18:21:06.155,,,,0.765625,0.171875,0.625
18:21:06.155,,,,0.796875,0.171875,0.625
18:21:06.156,,,,0.75,0.171875,0.5625
18:21:06.156,,,,0.765625,0.171875,0.59375
18:21:06.156,,,,0.75,0.203125,0.578125
18:21:06.314,0.11932156,-0.17996103,-0.14507258,,,
18:21:06.357,,,,0.75,0.21875,0.578125
18:21:06.358,,,,0.75,0.1875,0.609375
18:21:06.364,,,,0.765625,0.15625,0.59375
18:21:06.365,,,,0.71875,0.171875,0.640625
18:21:06.367,,,,0.703125,0.203125,0.609375
18:21:06.368,,,,0.75,0.203125,0.625
18:21:06.387,0.10387378,-0.30852255,-0.21647842,,,
18:21:06.454,0.1016163,-0.2750336,-0.15066554,,,
18:21:06.505,,,,0.671875,0.203125,0.640625
18:21:06.506,,,,0.6875,0.203125,0.65625
18:21:06.506,,,,0.734375,0.203125,0.625
18:21:06.506,,,,0.734375,0.1875,0.640625
18:21:06.507,,,,0.6875,0.203125,0.640625
18:21:06.507,,,,0.6875,0.203125,0.640625
18:21:06.526,0.054760322,-0.13107514,-0.07473477,,,
18:21:06.594,0.10333701,-0.26254767,-0.12724665,,,
18:21:06.670,0.029062893,-0.1536757,-0.087275885,,,
18:21:06.706,,,,0.71875,0.203125,0.640625
18:21:06.707,,,,0.734375,0.1875,0.640625
18:21:06.708,,,,0.734375,0.1875,0.640625
18:21:06.709,,,,0.734375,0.1875,0.625
18:21:06.710,,,,0.703125,0.203125,0.671875
18:21:06.714,,,,0.609375,0.234375,0.671875
18:21:06.736,0.060653668,-0.17368412,-0.056136195,,,
18:21:06.908,,,,0.640625,0.203125,0.671875
18:21:06.908,,,,0.6875,0.171875,0.640625
18:21:06.909,,,,0.8125,0.171875,0.6875
18:21:06.909,,,,0.75,0.21875,0.671875
18:21:06.909,,,,0.671875,0.21875,0.6875
18:21:06.909,,,,0.59375,0.1875,0.671875
18:21:07.107,,,,0.640625,0.1875,0.640625
18:21:07.108,,,,0.703125,0.21875,0.578125
18:21:07.109,,,,0.78125,0.234375,0.671875
18:21:07.110,,,,0.6875,0.15625,0.65625
18:21:07.114,,,,0.71875,0.15625,0.703125
18:21:07.117,,,,0.703125,0.1875,0.671875
18:21:07.255,,,,0.6875,0.21875,0.6875
18:21:07.256,,,,0.5625,0.1875,0.640625
18:21:07.256,,,,0.65625,0.203125,0.625
18:21:07.256,,,,0.71875,0.1875,0.703125
18:21:07.256,,,,0.703125,0.125,0.671875
18:21:07.256,,,,0.71875,0.171875,0.671875
18:21:07.459,,,,0.625,0.21875,0.671875
18:21:07.459,,,,0.640625,0.21875,0.640625
18:21:07.460,,,,0.703125,0.234375,0.65625
18:21:07.466,,,,0.671875,0.171875,0.703125
18:21:07.473,,,,0.671875,0.15625,0.6875
18:21:07.475,,,,0.71875,0.1875,0.671875
18:21:07.655,,,,0.6875,0.203125,0.6875
18:21:07.655,,,,0.671875,0.203125,0.6875
18:21:07.655,,,,0.65625,0.1875,0.640625
18:21:07.656,,,,0.75,0.171875,0.671875
18:21:07.656,,,,0.625,0.203125,0.6875
18:21:07.656,,,,0.609375,0.203125,0.734375
18:21:07.857,,,,0.71875,0.15625,0.6875
18:21:07.859,,,,0.75,0.140625,0.65625
18:21:07.860,,,,0.71875,0.203125,0.671875
18:21:07.882,,,,0.640625,0.21875,0.71875
18:21:07.890,,,,0.640625,0.171875,0.703125
18:21:07.893,,,,0.703125,0.15625,0.703125
18:21:08.005,,,,0.734375,0.171875,0.671875
18:21:08.005,,,,0.71875,0.171875,0.65625
18:21:08.005,,,,0.5,0.203125,0.6875
18:21:08.006,,,,0.578125,0.203125,0.625
18:21:08.006,,,,0.84375,0.1875,0.71875
18:21:08.006,,,,0.78125,0.140625,0.71875
18:21:08.193,-0.20534822,0.39431906,0.24500969,,,
18:21:08.206,,,,0.65625,0.15625,0.71875
18:21:08.207,,,,0.578125,0.21875,0.734375
18:21:08.208,,,,0.53125,0.21875,0.671875
18:21:08.208,,,,0.734375,0.1875,0.65625
18:21:08.209,,,,0.734375,0.1875,0.65625
18:21:08.210,,,,0.75,0.203125,0.609375
18:21:08.262,-0.1863515,0.38784614,0.19326267,,,
18:21:08.333,-0.09410795,0.26270902,0.25831133,,,
18:21:08.403,-0.09963856,0.24434826,0.25950658,,,
18:21:08.405,,,,0.703125,0.234375,0.65625
18:21:08.405,,,,0.90625,0.1875,0.65625
18:21:08.405,,,,0.953125,0.171875,0.71875
18:21:08.406,,,,0.71875,0.125,0.703125
18:21:08.406,,,,0.546875,0.078125,0.6875
18:21:08.406,,,,0.625,0.078125,0.765625
18:21:08.476,-0.11428408,0.21266247,0.1623645,,,
18:21:08.544,-0.09033125,0.16239233,0.20237808,,,
18:21:08.607,,,,0.640625,0.078125,0.859375
18:21:08.608,,,,0.375,0.0,0.828125
18:21:08.609,,,,0.25,-0.0625,0.75
18:21:08.610,,,,0.25,-0.0625,0.8125
18:21:08.611,,,,0.34375,-0.046875,0.890625
18:21:08.611,,,,0.34375,-0.078125,0.90625
18:21:08.614,-0.1100823,0.14263745,0.12061682,,,
18:21:08.683,-0.112037934,0.1235397,0.103940934,,,
18:21:08.755,-0.117093906,0.04790449,0.07794623,,,
18:21:08.757,,,,0.28125,-0.109375,0.859375
18:21:08.758,,,,0.28125,-0.09375,0.875
18:21:08.759,,,,0.34375,-0.046875,0.96875
18:21:08.760,,,,0.390625,-0.03125,0.953125
18:21:08.766,,,,0.34375,-0.03125,0.921875
18:21:08.768,,,,0.34375,-0.03125,0.9375
18:21:08.823,-0.111317135,0.04333375,0.04686061,,,
18:21:08.895,-0.119960815,0.014391009,0.08721851,,,
18:21:08.958,,,,0.375,-0.046875,0.9375
18:21:08.960,,,,0.359375,-0.0625,0.921875
18:21:08.961,,,,0.390625,-0.078125,0.875
18:21:08.963,-0.0993954,0.007678485,-0.0093939835,0.453125,-0.0625,0.921875
18:21:08.963,-0.0993954,0.007678485,-0.0093939835,,,
18:21:08.964,,,,0.4375,-0.078125,0.90625
18:21:08.966,,,,0.4375,-0.078125,0.890625
18:21:09.036,-0.06528594,-0.11437844,-0.047126487,,,
18:21:09.104,-0.019646015,-0.1253527,-0.04329274,,,
18:21:09.155,,,,0.421875,-0.078125,0.875
18:21:09.155,,,,0.4375,-0.09375,0.859375
18:21:09.156,,,,0.421875,-0.09375,0.859375
18:21:09.156,,,,0.421875,-0.09375,0.84375
18:21:09.156,,,,0.453125,-0.109375,0.84375
18:21:09.156,,,,0.46875,-0.109375,0.84375
18:21:09.175,-0.014605244,-0.15632327,-0.027537685,,,
18:21:09.244,0.012343562,-0.06971927,-0.054007538,,,
18:21:09.315,0.006714674,-0.23171704,-0.055857822,,,
18:21:09.384,-0.002306402,-0.14504439,-0.07685891,,,
18:21:09.405,,,,0.484375,-0.125,0.828125
18:21:09.405,,,,0.5,-0.125,0.8125
18:21:09.405,,,,0.5,-0.140625,0.84375
18:21:09.406,,,,0.515625,-0.109375,0.875
18:21:09.406,,,,0.515625,-0.109375,0.84375
18:21:09.406,,,,0.484375,-0.125,0.78125
18:21:09.455,0.008471114,-0.15536903,-0.059065588,,,
18:21:09.505,,,,0.5,-0.125,0.765625
18:21:09.506,,,,0.578125,-0.109375,0.765625
18:21:09.506,,,,0.609375,-0.109375,0.75
18:21:09.506,,,,0.625,-0.0625,0.78125
18:21:09.506,,,,0.65625,-0.109375,0.84375
18:21:09.507,,,,0.625,-0.046875,0.765625
18:21:09.524,0.011359354,-0.07896787,-0.047226407,,,
18:21:09.595,0.015057402,-0.07876151,-0.03283579,,,
18:21:09.664,0.0089374045,-0.07330236,-0.027794369,,,
18:21:09.735,0.009362024,-0.06860884,-0.034463227,,,
18:21:09.757,,,,0.640625,-0.078125,0.75
18:21:09.758,,,,0.609375,-0.0625,0.71875
18:21:09.759,,,,0.609375,-0.046875,0.734375
18:21:09.760,,,,0.640625,-0.046875,0.6875
18:21:09.764,,,,0.6875,-0.046875,0.703125
18:21:09.768,,,,0.75,-0.0625,0.71875
18:21:09.804,0.012161172,-0.058671784,-0.025743464,,,
18:21:09.875,0.00874779,-0.04994818,-0.025366386,,,
18:21:09.944,0.008532191,-0.052424055,-0.027004572,,,
18:21:09.955,,,,0.703125,-0.0625,0.6875
18:21:09.955,,,,0.6875,-0.046875,0.6875
18:21:09.955,,,,0.6875,-0.046875,0.6875
18:21:09.956,,,,0.703125,-0.03125,0.703125
18:21:09.956,,,,0.65625,-0.03125,0.703125
18:21:09.956,,,,0.671875,-0.03125,0.703125
18:21:10.013,0.012073502,-0.04498441,-0.02584222,,,
18:21:10.082,0.004933535,-0.040485974,-0.031607598,,,
18:21:10.156,0.0026823692,-0.040831883,-0.024272056,,,
18:21:10.159,,,,0.671875,-0.03125,0.703125
18:21:10.161,,,,0.671875,-0.03125,0.703125
18:21:10.163,,,,0.65625,-0.03125,0.703125
18:21:10.164,,,,0.65625,-0.03125,0.703125
18:21:10.166,,,,0.671875,-0.03125,0.703125
18:21:10.167,,,,0.65625,-0.03125,0.703125
18:21:10.224,0.005490304,-0.03411197,-0.01986732,,,
18:21:10.294,0.0001072893,-0.04366466,-0.022934318,,,
18:21:10.305,,,,0.671875,-0.03125,0.703125
18:21:10.305,,,,0.6875,-0.03125,0.71875
18:21:10.305,,,,0.671875,-0.03125,0.703125
18:21:10.306,,,,0.671875,-0.03125,0.703125
18:21:10.306,,,,0.671875,-0.03125,0.703125
18:21:10.306,,,,0.671875,-0.03125,0.703125
18:21:10.364,0.0031727322,-0.030289406,-0.020201413,,,
18:21:10.435,0.003954091,-0.03231415,-0.02191662,,,
18:21:10.456,,,,0.671875,-0.03125,0.703125
18:21:10.457,,,,0.671875,-0.03125,0.703125
18:21:10.458,,,,0.6875,-0.03125,0.703125
18:21:10.459,,,,0.671875,-0.03125,0.703125
18:21:10.460,,,,0.671875,-0.03125,0.703125
18:21:10.461,,,,0.671875,-0.03125,0.703125
18:21:10.504,0.00026278384,-0.03171943,-0.0148909595,,,
18:21:10.575,0.0035324031,-0.025031853,-0.01625831,,,
18:21:10.644,0.0027397105,-0.021869503,-0.010018216,,,
18:21:10.657,,,,0.6875,-0.03125,0.703125
18:21:10.659,,,,0.671875,-0.03125,0.703125
18:21:10.662,,,,0.671875,-0.03125,0.703125
18:21:10.664,,,,0.671875,-0.03125,0.703125
18:21:10.665,,,,0.6875,-0.03125,0.703125
18:21:10.667,,,,0.6875,-0.03125,0.6875
18:21:10.857,,,,0.6875,-0.03125,0.703125
18:21:10.857,,,,0.6875,-0.03125,0.703125
18:21:10.857,,,,0.671875,-0.046875,0.703125
18:21:10.857,,,,0.6875,-0.03125,0.703125
18:21:10.857,,,,0.6875,-0.03125,0.703125
18:21:10.858,,,,0.6875,-0.03125,0.703125
18:21:11.008,,,,0.6875,-0.046875,0.6875
18:21:11.009,,,,0.671875,-0.03125,0.6875
18:21:11.009,,,,0.6875,-0.03125,0.703125
18:21:11.010,,,,0.6875,-0.046875,0.703125
18:21:11.017,,,,0.6875,-0.03125,0.703125
18:21:11.018,,,,0.671875,-0.03125,0.703125
18:21:11.205,,,,0.6875,-0.046875,0.703125
18:21:11.205,,,,0.6875,-0.03125,0.703125
18:21:11.206,,,,0.671875,-0.03125,0.703125
18:21:11.206,,,,0.6875,-0.03125,0.703125
18:21:11.206,,,,0.6875,-0.03125,0.6875
18:21:11.206,,,,0.6875,-0.03125,0.6875
18:21:11.418,,,,0.6875,-0.046875,0.703125
18:21:11.438,,,,0.671875,-0.03125,0.703125
18:21:11.440,,,,0.6875,-0.03125,0.703125
18:21:11.441,,,,0.671875,-0.03125,0.6875
18:21:11.443,,,,0.6875,-0.03125,0.6875
18:21:11.444,,,,0.6875,-0.046875,0.703125
18:21:11.604,,,,0.6875,-0.046875,0.703125
18:21:11.605,,,,0.6875,-0.03125,0.703125
18:21:11.605,,,,0.671875,-0.046875,0.6875
18:21:11.605,,,,0.6875,-0.0625,0.6875
18:21:11.606,,,,0.71875,-0.046875,0.6875
18:21:11.606,,,,0.671875,-0.046875,0.671875
18:21:11.759,,,,0.6875,-0.046875,0.671875
18:21:11.765,,,,0.75,-0.046875,0.671875
18:21:11.766,,,,0.6875,-0.046875,0.703125
18:21:11.767,,,,0.75,-0.046875,0.671875
18:21:11.768,,,,0.703125,-0.046875,0.71875
18:21:11.769,,,,0.546875,-0.0625,0.703125
18:21:11.955,,,,0.703125,-0.078125,0.6875
18:21:11.955,,,,0.703125,-0.0625,0.71875
18:21:11.955,,,,0.65625,-0.0625,0.6875
18:21:11.956,,,,0.75,-0.078125,0.703125
18:21:11.956,,,,0.671875,-0.0625,0.71875
18:21:11.956,,,,0.640625,-0.0625,0.71875
18:21:12.157,,,,0.65625,-0.0625,0.71875
18:21:12.159,,,,0.640625,-0.046875,0.734375
18:21:12.171,,,,0.625,-0.046875,0.703125
18:21:12.171,,,,0.6875,-0.0625,0.71875
18:21:12.172,,,,0.71875,-0.0625,0.71875
18:21:12.172,,,,0.625,-0.046875,0.71875
18:21:12.356,,,,0.640625,-0.046875,0.71875
18:21:12.356,,,,0.65625,-0.03125,0.734375
18:21:12.357,,,,0.640625,-0.03125,0.71875
18:21:12.357,,,,0.671875,-0.046875,0.71875
18:21:12.357,,,,0.640625,-0.03125,0.71875
18:21:12.357,,,,0.640625,-0.03125,0.71875
18:21:12.508,,,,0.671875,-0.03125,0.734375
18:21:12.509,,,,0.640625,-0.03125,0.71875
18:21:12.518,,,,0.640625,-0.03125,0.734375
18:21:12.520,,,,0.640625,-0.03125,0.734375
18:21:12.537,,,,0.640625,-0.03125,0.734375
18:21:12.538,,,,0.640625,-0.03125,0.734375
18:21:12.705,,,,0.640625,-0.03125,0.71875
18:21:12.705,,,,0.640625,-0.03125,0.71875
18:21:12.705,,,,0.671875,-0.03125,0.71875
18:21:12.706,,,,0.65625,-0.03125,0.71875
18:21:12.706,,,,0.65625,-0.03125,0.71875
18:21:12.706,,,,0.640625,-0.03125,0.71875
18:21:12.908,,,,0.65625,-0.03125,0.71875
18:21:12.909,,,,0.65625,-0.03125,0.71875
18:21:12.910,,,,0.65625,-0.03125,0.71875
18:21:12.919,,,,0.65625,-0.03125,0.71875
18:21:12.920,,,,0.6875,-0.046875,0.71875
18:21:12.928,,,,0.65625,-0.03125,0.71875
18:21:13.055,,,,0.65625,-0.046875,0.703125
18:21:13.055,,,,0.65625,-0.03125,0.71875
18:21:13.055,,,,0.671875,-0.03125,0.734375
18:21:13.056,,,,0.640625,-0.03125,0.71875
18:21:13.056,,,,0.65625,-0.03125,0.734375
18:21:13.056,,,,0.640625,-0.015625,0.734375
18:21:13.321,,,,0.640625,-0.03125,0.71875
18:21:13.324,,,,0.671875,-0.046875,0.734375
18:21:13.326,,,,0.640625,-0.03125,0.734375
18:21:13.341,,,,0.671875,-0.03125,0.75
18:21:13.343,,,,0.625,-0.03125,0.71875
18:21:13.353,,,,0.640625,-0.03125,0.734375
18:21:13.455,,,,0.65625,-0.03125,0.734375
18:21:13.456,,,,0.625,-0.03125,0.75
18:21:13.456,,,,0.640625,-0.046875,0.734375
18:21:13.456,,,,0.65625,-0.046875,0.734375
18:21:13.456,,,,0.65625,-0.03125,0.75
18:21:13.456,,,,0.609375,-0.03125,0.734375
18:21:13.657,,,,0.65625,-0.046875,0.734375
18:21:13.658,,,,0.65625,-0.046875,0.734375
18:21:13.659,,,,0.640625,-0.046875,0.734375
18:21:13.660,,,,0.65625,-0.046875,0.734375
18:21:13.661,,,,0.640625,-0.03125,0.734375
18:21:13.663,,,,0.640625,-0.046875,0.734375
18:21:13.864,,,,0.65625,-0.046875,0.71875
18:21:13.866,,,,0.65625,-0.03125,0.734375
18:21:13.868,,,,0.65625,-0.046875,0.71875
18:21:13.883,,,,0.65625,-0.046875,0.703125
18:21:13.885,,,,0.703125,-0.0625,0.703125
18:21:13.888,,,,0.6875,-0.046875,0.703125
18:21:14.005,,,,0.671875,-0.046875,0.6875
18:21:14.005,,,,0.6875,-0.046875,0.6875
18:21:14.006,,,,0.71875,-0.0625,0.703125
18:21:14.006,,,,0.703125,-0.0625,0.703125
18:21:14.006,,,,0.6875,-0.0625,0.71875
18:21:14.006,,,,0.65625,-0.0625,0.71875
18:21:14.216,,,,0.65625,-0.0625,0.71875
18:21:14.218,,,,0.640625,-0.0625,0.71875
18:21:14.220,,,,0.65625,-0.0625,0.71875
18:21:14.233,,,,0.671875,-0.078125,0.703125
18:21:14.234,,,,0.671875,-0.0625,0.703125
18:21:14.236,,,,0.671875,-0.0625,0.71875
18:21:14.405,,,,0.65625,-0.078125,0.71875
18:21:14.405,,,,0.65625,-0.078125,0.71875
18:21:14.406,,,,0.65625,-0.078125,0.71875
18:21:14.406,,,,0.671875,-0.09375,0.71875
18:21:14.406,,,,0.671875,-0.09375,0.703125
18:21:14.406,,,,0.65625,-0.078125,0.703125
18:21:14.605,,,,0.671875,-0.078125,0.703125
18:21:14.607,,,,0.65625,-0.09375,0.703125
18:21:14.608,,,,0.671875,-0.09375,0.703125
18:21:14.609,,,,0.671875,-0.09375,0.703125
18:21:14.610,,,,0.671875,-0.09375,0.703125
18:21:14.613,,,,0.671875,-0.09375,0.703125
18:21:14.755,,,,0.671875,-0.09375,0.703125
18:21:14.755,,,,0.671875,-0.09375,0.703125
18:21:14.756,,,,0.671875,-0.09375,0.703125
18:21:14.756,,,,0.671875,-0.09375,0.703125
18:21:14.756,,,,0.671875,-0.09375,0.703125
18:21:14.756,,,,0.671875,-0.09375,0.703125
18:21:14.957,,,,0.671875,-0.09375,0.703125
18:21:14.958,,,,0.671875,-0.09375,0.703125
18:21:14.959,,,,0.671875,-0.09375,0.703125
18:21:14.960,,,,0.671875,-0.109375,0.703125
18:21:14.969,,,,0.671875,-0.109375,0.703125
18:21:14.971,,,,0.671875,-0.109375,0.703125
18:21:15.155,,,,0.671875,-0.109375,0.703125
18:21:15.155,,,,0.671875,-0.09375,0.703125
18:21:15.156,,,,0.671875,-0.109375,0.703125
18:21:15.156,,,,0.671875,-0.09375,0.703125
18:21:15.156,,,,0.671875,-0.109375,0.703125
18:21:15.156,,,,0.671875,-0.109375,0.703125
18:21:15.357,,,,0.671875,-0.109375,0.703125
18:21:15.358,,,,0.671875,-0.109375,0.703125
18:21:15.359,,,,0.671875,-0.109375,0.703125
18:21:15.372,,,,0.6875,-0.109375,0.6875
18:21:15.374,,,,0.6875,-0.109375,0.6875
18:21:15.375,,,,0.6875,-0.109375,0.6875
18:21:15.505,,,,0.671875,-0.109375,0.6875
18:21:15.505,,,,0.671875,-0.109375,0.6875
18:21:15.506,,,,0.671875,-0.109375,0.6875
18:21:15.506,,,,0.6875,-0.109375,0.6875
18:21:15.506,,,,0.6875,-0.125,0.6875
18:21:15.507,,,,0.6875,-0.125,0.6875
18:21:15.709,,,,0.6875,-0.125,0.6875
18:21:15.716,,,,0.671875,-0.125,0.6875
18:21:15.717,,,,0.671875,-0.125,0.6875
18:21:15.719,,,,0.6875,-0.125,0.6875
18:21:15.723,,,,0.671875,-0.109375,0.6875
18:21:15.741,,,,0.6875,-0.125,0.6875
18:21:15.905,,,,0.6875,-0.125,0.6875
18:21:15.905,,,,0.6875,-0.125,0.6875
18:21:15.905,,,,0.671875,-0.125,0.6875
