Time,X-Moto,Y-Moto,Z-Moto,X-E4,Y-E4,Z-E4
09:06:20.150,0.037436128,-0.20467208,0.034147758,,,
09:06:20.189,0.031275515,-0.178492,0.024800306,,,
09:06:20.230,0.02397316,-0.16789378,0.028692355,,,
09:06:20.278,0.026629554,-0.15242276,0.01923132,,,
09:06:20.321,0.024845514,-0.120261535,0.012034793,,,
09:06:20.350,0.014890254,-0.12559377,0.023795154,,,
09:06:20.390,0.018015485,-0.107101776,0.013285789,,,
09:06:20.431,0.0109405015,-0.09683105,0.017230641,,,
09:06:20.475,0.013362079,-0.080116704,0.0097946925,,,
09:06:20.517,0.014882316,-0.06880913,0.012550498,,,
09:06:20.550,0.012734904,-0.070277825,0.011515199,,,
09:06:20.590,0.013219222,-0.050725624,0.010583372,,,
09:06:20.630,0.0116775725,-0.05158567,0.015677402,,,
09:06:20.673,0.009191459,-0.04972301,-0.0014909047,,,
09:06:20.716,0.0076131346,-0.041015353,0.013379827,,,
09:06:20.750,6.994785E-4,-0.04724097,-0.0011417854,,,
09:06:20.789,0.007880505,-0.048229773,0.0011696955,,,
09:06:20.829,-0.004772778,-0.02253277,0.006765621,,,
09:06:20.870,0.0053724684,-0.04862421,0.0047706813,,,
09:06:20.910,0.007911387,-0.036291096,0.010226278,,,
09:06:20.949,-0.0010096319,-0.008052609,0.002611879,,,
09:06:20.990,-2.9763878E-5,-0.0037317108,0.0063057365,,,
09:06:21.030,-4.6624203E-4,-0.034999162,0.007652617,,,
09:06:21.070,8.987391E-4,-0.030180888,0.0033717728,,,
09:06:21.110,8.0886396E-4,-0.019252641,8.373028E-4,,,
09:06:21.150,0.00182661,0.005963643,0.0022917397,,,
09:06:21.190,0.008675201,-3.4561838E-4,0.0057979086,,,
09:06:21.230,0.0049512335,-0.021404805,0.0032405856,,,
09:06:21.270,0.005994203,-0.002565103,-0.008948735,,,
09:06:21.310,-0.00866772,0.049766593,-0.0030001893,,,
09:06:21.350,0.004284011,-6.934613E-4,0.006967799,,,
09:06:21.390,0.00605288,-0.0047989194,0.002535734,,,
09:06:21.430,-0.0031217488,0.0075462037,0.007555564,,,
09:06:21.469,0.0061992197,0.007231036,0.011853718,,,
09:06:21.510,0.007337109,0.00870519,0.0058343764,,,
09:06:21.550,0.001989141,0.017502643,0.0010761432,,,
09:06:21.590,0.004646678,0.028496522,5.291248E-4,,,
09:06:21.630,0.0046214606,0.0058714887,-0.001061945,,,
09:06:21.670,0.001302864,0.039341953,0.0014612442,,,
09:06:21.710,0.0020514831,0.003547402,0.012081667,,,
09:06:21.750,0.0084381355,-0.013726284,0.0031831122,,,
09:06:21.790,0.009352131,0.009838722,0.0057211802,,,
09:06:21.830,0.004681566,0.015446644,-3.4406243E-4,,,
09:06:21.870,0.0017964205,0.015220337,0.0036454278,,,
09:06:21.910,0.0057915817,-0.0016825557,-4.5453582E-4,,,
09:06:21.949,3.7844555E-4,0.0033196844,4.6980372E-4,,,
09:06:21.990,0.0045153997,0.0073822443,0.009211887,,,
09:06:22.030,0.0058216737,0.0018100352,0.0135642085,,,
09:06:22.070,-0.002231203,-0.009796747,0.0073737106,,,
09:06:22.110,-0.008599876,-0.0022252707,-0.0047894497,,,
09:06:22.150,-0.0015875447,0.00678631,-1.3566056E-4,,,
09:06:22.190,-0.0014287877,-0.0024616437,-0.0027588203,,,
09:06:22.230,0.0011310881,-0.01078482,-7.251762E-4,,,
09:06:22.270,-0.001618743,0.0063336953,-0.006145861,,,
09:06:22.320,-0.0034344064,0.00438197,-0.0053114756,,,
09:06:22.360,-2.3452503E-4,-0.012535716,-0.0074170833,,,
09:06:22.400,0.0028651,-0.01963176,-0.0060162297,,,
09:06:22.440,-2.7785497E-4,-0.011296526,-0.0018989561,,,
09:06:22.480,0.0023866533,-4.989051E-4,0.0011474257,,,
09:06:22.521,-9.2818687E-4,-0.011874797,5.9321104E-4,,,
09:06:22.560,-0.0045707156,-0.004754696,-5.648147E-4,,,
09:06:22.600,-0.0014769253,-0.015705008,-6.885138E-5,,,
09:06:22.640,-0.0013292304,-0.0051257205,0.0019155855,,,
