Time,Amplitude-X,Median-X,Mean-X,Max-X,Min-X,Peak-to-Peak-X,Variance-X,Std Dev-X,RMS-X,Skewness-X,Amplitude-Y,Median-Y,Mean-Y,Max-Y,Min-Y,Peak-to-Peak-Y,Variance-Y,Std Dev-Y,RMS-Y,Skewness-Y,Amplitude-Z,Median-Z,Mean-Z,Max-Z,Min-Z,Peak-to-Peak-Z,Variance-Z,Std Dev-Z,RMS-Z,Skewness-Z
09:05:57.978,0.06745605,-0.06745605170726776,-0.06745605170726776,-0.06745605170726776,-0.06745605170726776,0.0,0.0,0.0,0.004550318911933582,NaN,0.021217346,0.02121734619140625,0.02121734619140625,0.02121734619140625,0.02121734619140625,0.0,0.0,0.0,4.501757794059813E-4,NaN,0.84233546,0.8423354625701904,0.8423354625701904,0.8423354625701904,0.8423354625701904,0.0,0.0,0.0,0.7095290315033367,NaN
09:05:58.016,0.06708252,-0.06708251684904099,-0.06726928427815437,-0.06708251684904099,-0.06745605170726776,3.735348582267761E-4,6.976414515524887E-8,2.6412903126170903E-4,0.004525191489367725,NaN,0.016458893,0.02121734619140625,0.018838119693100452,0.02121734619140625,0.016458893194794655,0.004758452996611595,1.1321437460480935E-5,0.0033647343818615067,3.6053547230181955E-4,NaN,0.7475551,0.8423354625701904,0.7949452698230743,0.8423354625701904,0.7475550770759583,0.09478038549423218,0.004491660737217629,0.06701985330644665,0.6341838123826893,NaN
09:05:58.059,0.05619946,-0.06708251684904099,-0.06357934325933456,-0.056199461221694946,-0.06745605170726776,0.011256590485572815,4.0881876239684534E-5,0.006393893668155933,0.0040695874734480815,1.7254028208048608,0.024700698,0.02121734619140625,0.02079231229921182,0.024700697511434555,0.016458893194794655,0.0082418043166399,1.7117324955581482E-5,0.004137308902605833,4.4373180071834276E-4,-0.45741487938338343,0.678073,0.7475550770759583,0.7559878428777059,0.8423354625701904,0.678072988986969,0.16426247358322144,0.006798873711219973,0.08245528310072056,0.5760502010530336,0.45540492410339267
09:05:58.073,0.050579514,-0.056199461221694946,-0.06032938603311777,-0.05057951435446739,-0.06745605170726776,0.01687653735280037,6.95034720487447E-5,0.00833687423731129,0.003691762423169504,0.37660400233294006,0.018715004,0.02121734619140625,0.020272985100746155,0.024700697511434555,0.016458893194794655,0.0082418043166399,1.249035292665244E-5,0.0035341693404041126,4.203616895900649E-4,0.42859875152144095,0.61180377,0.7475550770759583,0.7199418246746063,0.8423354625701904,0.6118037700653076,0.2305316925048828,0.00972984418733939,0.09863997256355757,0.5256136140563061,0.3588368485205027
09:05:58.119,0.043544024,-0.056199461221694946,-0.05697231367230415,-0.04354402422904968,-0.06745605170726776,0.02391202747821808,1.084772782152521E-4,0.01041524259032175,0.0033326263477476163,0.1834425264796116,0.016623776,0.01871500350534916,0.019543143361806868,0.024700697511434555,0.016458893194794655,0.0082418043166399,1.203110951447893E-5,0.003468588980331762,3.9155934007171903E-4,0.8696323521059254,0.55589694,0.678072988986969,0.6871328473091125,0.8423354625701904,0.5558969378471375,0.286438524723053,0.012679528119351956,0.11260341078027768,0.48229517234660974,0.37081310488358443
09:05:58.150,0.041826338,-0.05057951435446739,-0.05444798432290554,-0.041826337575912476,-0.06745605170726776,0.025629714131355286,1.2501525455761302E-4,0.011181022071242549,0.0030687623756253785,-0.18421056574694264,0.021992648,0.02121734619140625,0.01995139413823684,0.024700697511434555,0.016458893194794655,0.0082418043166399,1.062489979031719E-5,0.0032595858311014283,4.0691221121786904E-4,0.31463304564161915,0.50096637,0.678072988986969,0.656105101108551,0.8423354625701904,0.5009663701057434,0.341369092464447,0.015919948701200327,0.12617427907937626,0.4437405276183289,0.35950538473222166
09:05:58.190,0.040500153,-0.05057951435446739,-0.0524554369705064,-0.040500152856111526,-0.06745605170726776,0.026955898851156235,1.3197109345888076E-4,0.011487867228466769,0.0028646909478743814,-0.4514849029324287,0.02770354,0.02121734619140625,0.021058843604155948,0.0277035403996706,0.016458893194794655,0.011244647204875946,1.7439193395549287E-5,0.004176026029079475,4.5842277399762787E-4,0.4647384481953261,0.44295955,0.6118037700653076,0.6256557362420219,0.8423354625701904,0.4429595470428467,0.39937591552734375,0.01975677066309209,0.1405587800996156,0.4083794751466253,0.31507059479811816
09:05:58.233,0.02875971,-0.04354402422904968,-0.049493471160531044,-0.028759710490703583,-0.06745605170726776,0.03869634121656418,1.833040117833156E-4,0.013538981194436885,0.0026099946978287193,-0.0950381863181439,0.026031818,0.021992648020386696,0.021680465433746576,0.0277035403996706,0.016458893194794655,0.011244647204875946,1.8039189645516753E-5,0.004247256719991947,4.858268723637073E-4,0.07614615556096808,0.39998195,0.6118037700653076,0.5974465124309063,0.8423354625701904,0.39998194575309753,0.4423535168170929,0.023300457318283802,0.15264487321323242,0.3773302353693514,0.3341323216967458
09:05:58.275,0.028081004,-0.04354402422904968,-0.04711430809564061,-0.028081003576517105,-0.06745605170726776,0.039375048130750656,2.113347623144509E-4,0.014537357473573074,0.0024076111493882358,-0.18880239464247414,0.0043124272,0.02121734619140625,0.019750683413197596,0.0277035403996706,0.004312427248805761,0.02339111315086484,4.9300818761334074E-5,0.007021454177115597,4.339124452984334E-4,-1.3279978870379825,0.35602865,0.5558969378471375,0.5706223050753275,0.8423354625701904,0.35602864623069763,0.4863068163394928,0.026863743055794084,0.16390162615359888,0.3494886977657416,0.351751125233769
09:05:58.318,0.024613725,-0.041826337575912476,-0.044864249788224696,-0.024613725021481514,-0.06745605170726776,0.04284232668578625,2.3848074592500317E-4,0.015442821825204199,0.0022274335803927226,-0.257188206057784,0.029149741,0.021992648020386696,0.02069058916531503,0.029149740934371948,0.004312427248805761,0.024837313685566187,5.2657178238709146E-5,0.007256526596017487,4.7549194042269E-4,-1.2266219593138252,0.31888765,0.5558969378471375,0.5454488396644592,0.8423354625701904,0.3188876509666443,0.5234478116035461,0.030215916324183252,0.1738272600145997,0.32470876138306987,0.3802803609815001
