Time,Amplitude-X,Median-X,Mean-X,Max-X,Min-X,Peak-to-Peak-X,Variance-X,Std Dev-X,RMS-X,Skewness-X,Amplitude-Y,Median-Y,Mean-Y,Max-Y,Min-Y,Peak-to-Peak-Y,Variance-Y,Std Dev-Y,RMS-Y,Skewness-Y,Amplitude-Z,Median-Z,Mean-Z,Max-Z,Min-Z,Peak-to-Peak-Z,Variance-Z,Std Dev-Z,RMS-Z,Skewness-Z
12:04:13.512,5,5.0,5.0,5.0,5.0,0.0,0.0,0.0,25.0,NaN,46,46.0,46.0,46.0,46.0,0.0,0.0,0.0,2116.0,NaN,43,43.0,43.0,43.0,43.0,0.0,0.0,0.0,1849.0,NaN
12:04:13.519,5,5.0,5.0,5.0,5.0,0.0,0.0,0.0,25.0,NaN,46,46.0,46.0,46.0,46.0,0.0,0.0,0.0,2116.0,NaN,42,43.0,42.5,43.0,42.0,1.0,0.5,0.7071067811865476,1806.5,NaN
12:04:13.567,5,5.0,5.0,5.0,5.0,0.0,0.0,0.0,25.0,NaN,47,46.0,46.333333333333336,47.0,46.0,1.0,0.33333333333333337,0.5773502691896258,2147.0,1.7320508075688403,42,42.0,42.333333333333336,43.0,42.0,1.0,0.33333333333333337,0.5773502691896258,1792.3333333333333,1.7320508075688406
12:04:13.568,5,5.0,5.0,5.0,5.0,0.0,0.0,0.0,25.0,NaN,47,47.0,46.5,47.0,46.0,1.0,0.3333333333333333,0.5773502691896257,2162.5,0.0,42,42.0,42.25,43.0,42.0,1.0,0.25,0.5,1785.25,2.0
12:04:13.574,3,5.0,4.6,5.0,3.0,2.0,0.7999999999999999,0.8944271909999159,21.8,-2.2360679774997885,46,46.0,46.4,47.0,46.0,1.0,0.3,0.5477225575051661,2153.2,0.6085806194501975,41,42.0,42.0,43.0,41.0,2.0,0.5,0.7071067811865476,1764.4,0.0
12:04:13.586,4,5.0,4.5,5.0,3.0,2.0,0.7,0.8366600265340756,20.833333333333332,-1.536722497715649,47,47.0,46.5,47.0,46.0,1.0,0.3,0.5477225575051661,2162.5,0.0,42,42.0,42.0,43.0,41.0,2.0,0.4,0.6324555320336759,1764.3333333333333,0.0
12:04:13.597,5,5.0,4.571428571428571,5.0,3.0,2.0,0.6190476190476191,0.7867957924694432,21.428571428571427,-1.7598154411446705,47,47.0,46.57142857142857,47.0,46.0,1.0,0.28571428571428575,0.5345224838248488,2169.1428571428573,-0.3741657386773783,42,42.0,42.0,43.0,41.0,2.0,0.3333333333333333,0.5773502691896257,1764.2857142857142,0.0
12:04:13.601,6,5.0,4.75,6.0,3.0,3.0,0.7857142857142857,0.8864052604279183,23.25,-1.0255928633050295,47,47.0,46.625,47.0,46.0,1.0,0.26785714285714285,0.5175491695067657,2174.125,-0.6440611887195306,42,42.0,42.0,43.0,41.0,2.0,0.2857142857142857,0.5345224838248488,1764.25,0.0
12:04:13.611,6,5.0,4.888888888888889,6.0,3.0,3.0,0.8611111111111112,0.927960727138337,24.666666666666668,-0.9435485912927363,46,47.0,46.55555555555556,47.0,46.0,1.0,0.2777777777777778,0.5270462766947299,2167.6666666666665,-0.271052370871587,42,42.0,42.0,43.0,41.0,2.0,0.25,0.5,1764.2222222222222,0.0
12:04:13.620,7,5.0,5.1,7.0,3.0,4.0,1.211111111111111,1.1005049346146119,27.1,-0.2375890208977751,47,47.0,46.6,47.0,46.0,1.0,0.26666666666666666,0.5163977794943222,2171.8,-0.48412291827593734,42,42.0,42.0,43.0,41.0,2.0,0.2222222222222222,0.4714045207910317,1764.2,0.0
12:04:13.626,8,5.0,5.363636363636363,8.0,3.0,5.0,1.8545454545454547,1.3618169680781096,30.454545454545453,0.3503585240826362,47,47.0,46.63636363636363,47.0,46.0,1.0,0.25454545454545446,0.5045249791095129,2175.181818181818,-0.6606874726433867,42,42.0,42.0,43.0,41.0,2.0,0.2,0.4472135954999579,1764.1818181818182,0.0
12:04:13.630,7,5.0,5.5,8.0,3.0,5.0,1.9090909090909092,1.381698559415515,32.0,0.12407089104955642,47,47.0,46.666666666666664,47.0,46.0,1.0,0.24242424242424238,0.4923659639173309,2178.0,-0.8124038404635787,42,42.0,42.0,43.0,41.0,2.0,0.18181818181818182,0.4264014327112209,1764.1666666666667,0.0
12:04:13.797,7,5.0,5.615384615384615,8.0,3.0,5.0,1.9230769230769231,1.3867504905630728,33.30769230769231,-0.06031103951685128,48,47.0,46.76923076923077,48.0,46.0,2.0,0.358974358974359,0.5991446895152781,2187.6923076923076,0.06502776314777788,42,42.0,42.0,43.0,41.0,2.0,0.16666666666666666,0.408248290463863,1764.1538461538462,0.0
12:04:13.801,9,6.0,5.857142857142857,9.0,3.0,6.0,2.593406593406594,1.6104057232283404,36.714285714285715,0.2683816777327903,48,47.0,46.857142857142854,48.0,46.0,2.0,0.43956043956043944,0.6629935441317958,2196.0,0.15083103128999953,43,42.0,42.07142857142857,43.0,41.0,2.0,0.2252747252747253,0.4746311465493234,1770.2142857142858,0.3083267174490696
12:04:13.804,9,6.0,6.066666666666666,9.0,3.0,6.0,3.0666666666666673,1.7511900715418265,39.666666666666664,0.2518251993237978,48,47.0,46.93333333333333,48.0,46.0,2.0,0.4952380952380952,0.7037315505489967,2203.2,0.09249088995041366,43,42.0,42.13333333333333,43.0,41.0,2.0,0.2666666666666666,0.5163977794943222,1775.4666666666667,0.28196169965521356
