Time,Mean-X,Variance-X,Skewness-X,Kurtosis-X,RMS-X,Mean-Y,Variance-Y,Skewness-Y,Kurtosis-Y,RMS-Y,Mean-Z,Variance-Z,Skewness-Z,Kurtosis-Z,RMS-Z
12:04:09.006,-0.15542654693126678,0.0,NaN,NaN,0.024157411490977276,0.012308132834732533,0.0,NaN,NaN,1.5149013387742109E-4,0.1352771669626236,0.0,NaN,NaN,0.01829991190143354
12:04:09.046,-0.13469134271144867,8.598973880751259E-4,NaN,NaN,0.01857170649545048,0.007408057455904782,4.802147743638785E-5,NaN,NaN,7.889005398818035E-5,0.13840097934007645,1.9516407539055258E-5,NaN,NaN,0.019164589286061795
12:04:09.090,-0.12361486007769902,7.980140966448352E-4,-1.3587353737482888,NaN,0.015812643029792333,0.005178404370478044,3.892479736225284E-5,1.573233551441743,NaN,5.276573673235467E-5,0.14168277382850647,4.206872896239666E-5,0.10954258828973601,NaN,0.020102054219047982
12:04:09.134,-0.11444143950939178,8.686159774553929E-4,-1.1931276423112722,1.6255545359390347,0.013748305060073324,0.010527533027925529,1.4040257448387226E-4,1.0734447376761782,-0.020228871141085847,2.1613088251696706E-4,0.1369258649647236,1.1855854706160907E-4,-0.7037542819436433,0.3380639773386438,0.018837611406633925
12:04:09.177,-0.10482591837644577,0.0011137532163822017,-0.7582885927338054,0.9222333409901609,0.011879475736571032,0.008371528115822003,1.285437167679769E-4,1.3728360032640272,1.0919543698246166,1.7291745640837978E-4,0.13306881338357926,1.6330314479424677E-4,-0.1377680008436973,-2.064981781933229,0.01783795161114924
12:04:09.207,-0.09760247481365998,0.0012040713945342695,-0.8541467852103425,0.4702432646550587,0.01052963591852969,0.009611739054283436,1.1206371244565788E-4,0.7884155215269264,-0.5311070609730262,1.857719546856857E-4,0.12480141222476959,5.407420473595214E-4,-1.2477323918886032,1.6856632181423992,0.01602601086609647
12:04:09.246,-0.0934792687850339,0.001122398624460047,-1.1089063239381287,0.8495511057554941,0.009700429656407512,0.008074442868486844,1.0992938397810146E-4,0.9998459444863403,-0.10995337722500143,1.594218139034022E-4,0.11968131789139339,6.34125934678299E-4,-0.5692237700401985,-1.2640573405434843,0.014867154367659301
12:04:09.286,-0.09372988855466247,9.625584459743267E-4,-1.10756538041204,1.2776767831683111,0.009627530648696982,0.010808517352415947,1.5402649253632163E-4,0.63731001871922,-1.328791429308791,2.5159722832675805E-4,0.11602012813091278,6.507709991365264E-4,-0.15667397557740645,-1.8786605350101695,0.01403009475575788
12:04:09.330,-0.089250598102808,0.0010228150267962074,-1.0754617514963625,1.1302824598917987,0.008874838174416694,0.01287083007951474,1.7305138502846435E-4,0.2926980192905636,-1.922964826565603,3.194817202943764E-4,0.11155782971117231,7.486335889258248E-4,0.019969058058528413,-1.8664750581084868,0.013110601448912098
12:04:09.373,-0.08508905731141567,0.0010823531302919626,-1.0498414335885007,1.013869058296847,0.008214265491408147,0.013765560937463306,1.6182888644028878E-4,0.06380074508940829,-1.904745494817738,3.3513666571927553E-4,0.1045926745980978,0.001150585936537058,-0.4113864233783595,-0.5578577690024322,0.011975154922466926
12:04:09.406,-0.08107133582234383,0.001151680762864013,-1.0080933410306707,0.8937338526880749,0.007619544003713807,0.01735546313681301,2.874073736061142E-4,0.7791679533811299,0.39136540897571415,5.624915312442882E-4,0.0992720015347004,0.0013469325232065427,-0.245836538198114,-1.1090319546181004,0.011079414400711505
12:04:09.446,-0.07756555577119191,0.0011944684368992134,-1.021659852570026,0.8475835576159385,0.0071113448425848295,0.01874969659790319,2.8460607387929495E-4,0.5138974927976269,-0.20226432766661118,6.124400235694428E-4,0.0939598468442758,0.001563111961465949,-0.14589488280420881,-1.3186469533828022,0.01026130545034355
12:04:09.486,-0.07480617039478742,0.0011939141000126404,-1.0965652200648297,0.9346770804397608,0.006698037682991792,0.018636205956751768,2.610563426891969E-4,0.5529365874180093,0.07825861544292989,5.882832580217286E-4,0.0893268848841007,0.00171188900616137,-0.019901707192661596,-1.4649977920573933,0.009559497599554026
12:04:09.529,-0.0708248128316232,0.0013239914664985297,-0.9176751416376308,0.7751744222296963,0.00624557476009738,0.02011057382540977,2.714077341290946E-4,0.3376913205182373,-0.4915526652050164,6.564566469928443E-4,0.08600943562175548,0.0017342818109719377,0.13717650626430897,-1.5232499494053742,0.009008027554732555
12:04:09.574,-0.06708605426053207,0.0014390953822565338,-0.8197584420598504,0.6052164451159321,0.00584369436635315,0.02037943968510566,2.531058001632379E-4,0.28719994299169216,-0.33903514908708265,6.515536420312148E-4,0.08287772486607232,0.0017575187226185772,0.2666323665346525,-1.5148281602708247,0.008509068086753724
12:04:09.606,-0.06282985240977723,0.0016329997572159993,-0.624844406330835,0.41950640880823276,0.00547852762622439,0.018170404136981233,3.143094889983934E-4,0.01770728180591151,-0.24616813080835787,6.248287324372185E-4,0.07733919925522059,0.0021311550628503096,0.059124207182451996,-1.058180088162874,0.007979309612860879
12:04:09.646,-0.059649045538047646,0.001702935322429115,-0.6487491461635541,0.28646714970317566,0.005160771290003956,0.017550094030893353,3.0120648460714466E-4,0.12323556318071598,-0.1868342848484339,5.914942565940405E-4,0.07371390523279414,0.0022213847361558614,0.15535144434186268,-1.1512136056037283,0.007524454870463108
12:04:09.696,-0.056077214177801385,0.0018324062831925711,-0.6011018241696515,0.14353037537027147,0.004875259884069325,0.01583329844773592,3.365414234391218E-4,0.09799177359272827,-0.40750430541773186,5.685380174275806E-4,0.07180795859959392,0.0021561024320286837,0.2637036361737656,-1.0988074467147233,0.007192701881823638
12:04:09.737,-0.053067709613395374,0.0019026911708667485,-0.6248860606479794,0.0569079583425518,0.00461873133390647,0.015015108163137674,3.305639491869121E-4,0.20663015183008246,-0.4266525037426976,5.386193197488509E-4,0.06619457469174735,0.0026350104626231847,-0.00558516609025159,-0.6722830236952109,0.006878047420053812
12:04:09.777,-0.05027678182814269,0.0019583350883447216,-0.6567916116885639,0.005265804553540754,0.004388173124922146,0.01736445663991617,4.2355461190495594E-4,0.4478648469237604,-0.1526100640949304,7.039012357092369E-4,0.06428306875750422,0.0025694028001654262,0.09521219709007993,-0.6698234014997015,0.00657324558903917
