Time,X,Y,Z
12:13:34.404,0.05583915,0.039540287,-0.04588818
12:13:34.431,0.04608044,0.043496415,-0.04415581
12:13:34.473,0.031364966,0.02068974,-0.034247097
12:13:34.510,0.022295838,0.020378578,-0.04049035
12:13:34.575,0.028855294,0.017681539,-0.03863856
12:13:34.610,0.017400436,0.026679987,-0.038510095
12:13:34.630,0.02335083,0.009290308,-0.021914918
12:13:34.670,0.01354505,0.009679636,-0.011593532
12:13:34.711,0.015266724,0.009151125,-0.012851188
12:13:34.753,0.017035952,0.0069176555,-0.014422517
12:13:34.798,0.0190677,0.01765167,-0.020670682
12:13:34.830,0.01650177,0.010173612,-0.008276462
12:13:34.870,0.009797902,0.014429688,-0.009426367
12:13:34.910,0.0048630177,0.0046371114,-0.0036497554
12:13:34.954,0.0076726014,-0.005274844,-0.0057017794
12:13:34.997,5.3325784E-4,-0.018150682,-0.009086681
12:13:35.042,-0.009188062,-0.039846353,0.013135443
12:13:35.083,-0.025847374,0.016872657,-0.012128297
12:13:35.120,-0.07973233,-0.034033358,0.051047415
12:13:35.161,0.01305536,3.5142284E-4,-0.0043746885
12:13:35.201,-7.746267E-4,0.018553587,-0.014703806
12:13:35.241,-0.020912003,0.012083971,0.01796773
12:13:35.281,-0.006735863,0.037682217,-0.010855373
12:13:35.320,0.006022697,-0.017941477,-0.029984728
12:13:35.361,0.045410648,-0.011972521,-0.04961807
12:13:35.401,-0.0026362883,-0.01582898,-0.033230517
12:13:35.441,0.011909587,-0.069617175,0.070507556
12:13:35.481,-4.8745418E-4,-0.0079435455,0.046318162
12:13:35.521,0.034278117,0.0066935816,-0.005554838
12:13:35.561,0.04491279,-0.013311717,-0.004120434
12:13:35.600,0.030094376,-0.029119218,-0.037766006
12:13:35.639,0.022690421,-0.024229761,-0.03267105
12:13:35.681,0.009435071,-0.04751479,-0.024789706
12:13:35.731,0.008052111,-0.029579716,-0.022750178
12:13:35.771,0.015596491,-0.04134342,-0.03212068
12:13:35.830,0.016014365,-0.05610557,-0.025612714
12:13:35.883,0.014412938,-0.050495014,-0.023051452
12:13:35.949,0.012971629,-0.04544551,-0.020746293
12:13:36.029,0.011674442,-0.04090096,-0.018671658
12:13:36.091,0.010506984,-0.03681086,-0.016804501
12:13:36.172,0.003963136,-0.024780164,-0.00677447
12:13:36.241,-8.2772394E-4,-0.013513081,-0.0104915695
12:13:36.311,-0.006897294,-0.017435215,-0.0076846117
12:13:36.947,-0.0352115,-0.039641887,0.022527238
12:13:37.018,-0.0635507,-0.02798726,0.0026963875
12:13:37.088,-0.033245396,-0.051775448,0.0017675745
12:13:37.158,-0.026185503,-0.05428833,0.014774407
12:13:37.228,-0.011921451,-0.07874231,0.031534273
12:13:37.298,-0.01380548,-0.051751867,0.028600553
