Time,X,Y,Z
10:52:38.395,0.921875,-0.0625,-0.015625
10:52:38.395,0.96875,-0.046875,-0.015625
10:52:38.395,1.015625,-0.03125,0.0
10:52:38.397,1.03125,-0.046875,0.015625
10:52:38.399,0.96875,-0.046875,0.0
10:52:38.399,0.9375,-0.0625,0.0
10:52:38.515,0.9375,-0.0625,0.03125
10:52:38.515,0.984375,-0.0625,0.03125
10:52:38.516,0.96875,-0.046875,0.0
10:52:38.516,0.984375,-0.046875,0.015625
10:52:38.516,0.96875,-0.046875,0.0
10:52:38.516,0.984375,-0.046875,-0.015625
10:52:38.668,0.984375,-0.046875,-0.015625
10:52:38.668,0.953125,-0.0625,-0.015625
10:52:38.669,0.953125,-0.0625,-0.015625
10:52:38.669,0.9375,-0.046875,0.0
10:52:38.670,0.953125,-0.0625,-0.015625
10:52:38.670,0.953125,-0.0625,0.015625
10:52:38.868,0.9375,-0.0625,-0.015625
10:52:38.869,1.0,-0.015625,-0.015625
10:52:38.871,1.0,-0.03125,-0.015625
10:52:38.875,0.984375,-0.03125,-0.046875
10:52:38.875,0.984375,-0.015625,-0.03125
10:52:38.875,0.984375,-0.015625,-0.0625
10:52:39.065,0.984375,-0.015625,-0.046875
10:52:39.066,0.9375,-0.03125,-0.0625
10:52:39.066,0.9375,-0.015625,-0.078125
10:52:39.066,1.0,0.0,-0.046875
10:52:39.066,1.015625,0.0,-0.03125
10:52:39.066,0.953125,-0.03125,-0.046875
10:52:39.267,0.9375,-0.015625,-0.046875
10:52:39.269,0.984375,0.0,-0.015625
10:52:39.270,0.9375,-0.015625,-0.046875
10:52:39.271,0.921875,-0.046875,-0.09375
10:52:39.277,1.046875,0.0,-0.0625
10:52:39.278,1.078125,0.03125,-0.0625
10:52:39.415,0.96875,0.015625,-0.109375
10:52:39.416,0.890625,-0.015625,-0.078125
10:52:39.416,1.0,0.0,-0.109375
10:52:39.416,1.015625,-0.015625,0.015625
10:52:39.416,0.953125,-0.0625,-0.109375
10:52:39.416,0.9375,-0.046875,-0.046875
10:52:39.617,0.96875,-0.046875,-0.03125
10:52:39.619,0.96875,-0.03125,-0.0625
10:52:39.620,0.9375,-0.03125,-0.09375
10:52:39.621,0.96875,-0.03125,-0.109375
10:52:39.629,0.953125,-0.03125,-0.09375
10:52:39.630,0.90625,-0.015625,-0.109375
10:52:39.815,0.875,-0.015625,-0.140625
10:52:39.816,0.90625,-0.015625,-0.171875
10:52:39.816,1.015625,-0.015625,-0.171875
10:52:39.816,1.015625,0.03125,-0.21875
10:52:39.816,1.015625,0.03125,-0.203125
10:52:39.816,0.90625,0.03125,-0.234375
10:52:40.020,0.9375,0.046875,-0.21875
10:52:40.020,1.0,0.03125,-0.21875
10:52:40.020,0.984375,0.03125,-0.203125
10:52:40.021,0.921875,0.03125,-0.234375
10:52:40.021,0.921875,0.046875,-0.1875
10:52:40.021,1.0,0.0625,-0.234375
10:52:40.165,0.953125,0.046875,-0.1875
10:52:40.166,0.984375,0.078125,-0.234375
10:52:40.166,0.9375,0.046875,-0.234375
10:52:40.166,1.0,0.078125,-0.1875
10:52:40.166,0.9375,0.046875,-0.1875
10:52:40.167,0.9375,0.046875,-0.21875
10:52:40.373,0.96875,0.046875,-0.21875
10:52:40.374,0.953125,0.0625,-0.25
10:52:40.376,0.984375,0.078125,-0.234375
10:52:40.377,0.921875,0.03125,-0.21875
10:52:40.379,0.90625,0.046875,-0.21875
10:52:40.380,0.984375,0.0625,-0.21875
10:52:40.569,0.984375,0.0625,-0.203125
10:52:40.570,0.9375,0.046875,-0.21875
10:52:40.579,0.921875,0.046875,-0.203125
10:52:40.579,0.9375,0.0625,-0.1875
10:52:40.579,0.90625,0.03125,-0.171875
10:52:40.579,0.953125,0.046875,-0.21875
10:52:40.765,0.96875,0.0625,-0.203125
10:52:40.765,0.9375,0.0625,-0.234375
10:52:40.765,0.96875,0.0625,-0.21875
10:52:40.765,0.984375,0.078125,-0.21875
10:52:40.766,0.921875,0.0625,-0.203125
10:52:40.766,0.9375,0.0625,-0.203125
10:52:40.915,0.96875,0.078125,-0.1875
10:52:40.915,0.953125,0.0625,-0.203125
10:52:40.916,0.96875,0.078125,-0.203125
10:52:40.916,0.96875,0.0625,-0.203125
10:52:40.916,0.953125,0.046875,-0.203125
10:52:40.916,0.921875,0.046875,-0.1875
10:52:41.118,0.921875,0.0625,-0.1875
10:52:41.130,0.96875,0.0625,-0.203125
10:52:41.132,0.96875,0.0625,-0.21875
10:52:41.133,0.96875,0.078125,-0.1875
10:52:41.134,0.9375,0.0625,-0.203125
10:52:41.145,0.953125,0.0625,-0.203125
10:52:41.315,1.0,0.078125,-0.1875
10:52:41.316,0.953125,0.0625,-0.234375
10:52:41.316,0.9375,0.0625,-0.203125
10:52:41.316,0.921875,0.03125,-0.234375
10:52:41.316,0.9375,0.046875,-0.1875
10:52:41.316,0.984375,0.078125,-0.15625
10:52:41.517,0.984375,0.0625,-0.203125
10:52:41.519,0.9375,0.046875,-0.21875
10:52:41.521,0.953125,0.046875,-0.203125
10:52:41.522,0.9375,0.03125,-0.25
10:52:41.524,0.9375,0.03125,-0.25
10:52:41.525,0.984375,0.046875,-0.203125
10:52:41.665,0.90625,0.015625,-0.203125
10:52:41.665,0.90625,0.03125,-0.171875
10:52:41.666,0.96875,0.0625,-0.140625
10:52:41.666,0.984375,0.0625,-0.15625
10:52:41.666,0.96875,0.046875,-0.203125
10:52:41.666,0.96875,0.046875,-0.21875
10:52:41.867,0.9375,0.0625,-0.265625
10:52:41.868,0.96875,0.078125,-0.21875
10:52:41.869,0.9375,0.015625,-0.234375
10:52:41.870,0.890625,-0.03125,-0.25
10:52:41.871,0.96875,0.03125,-0.171875
10:52:41.875,0.984375,0.03125,-0.171875
10:52:42.065,0.90625,-0.015625,-0.25
10:52:42.065,0.9375,-0.03125,-0.265625
10:52:42.065,0.984375,0.0,-0.25
10:52:42.066,0.96875,-0.015625,-0.25
10:52:42.066,0.921875,-0.046875,-0.3125
10:52:42.066,0.96875,-0.09375,-0.25
10:52:42.267,0.953125,0.0,-0.140625
10:52:42.269,0.984375,-0.015625,-0.1875
10:52:42.271,0.890625,-0.140625,-0.203125
10:52:42.276,0.90625,-0.15625,-0.28125
10:52:42.277,0.953125,-0.0625,-0.1875
10:52:42.279,0.890625,-0.09375,-0.265625
10:52:42.416,0.953125,-0.171875,-0.328125
10:52:42.416,0.953125,-0.078125,-0.296875
10:52:42.416,0.921875,-0.0625,-0.3125
10:52:42.416,0.984375,-0.09375,-0.265625
10:52:42.417,0.96875,-0.109375,-0.265625
10:52:42.417,0.984375,-0.078125,-0.21875
10:52:42.622,0.984375,-0.046875,-0.1875
10:52:42.624,0.78125,-0.109375,-0.3125
10:52:42.626,0.859375,-0.09375,-0.28125
10:52:42.627,0.96875,0.0,-0.21875
10:52:42.629,1.015625,-0.015625,-0.203125
10:52:42.630,0.96875,0.03125,-0.265625
10:52:42.815,0.96875,0.015625,-0.234375
10:52:42.815,0.90625,-0.015625,-0.265625
10:52:42.816,0.921875,-0.015625,-0.28125
10:52:42.816,0.9375,0.046875,-0.21875
10:52:42.816,0.90625,-0.015625,-0.34375
10:52:42.816,0.875,-0.046875,-0.40625
10:52:43.018,1.046875,0.109375,-0.25
10:52:43.019,0.984375,0.078125,-0.28125
10:52:43.020,0.84375,-0.015625,-0.328125
10:52:43.021,0.859375,0.0,-0.34375
10:52:43.043,0.96875,0.03125,-0.359375
10:52:43.044,0.96875,0.046875,-0.34375
10:52:43.165,0.96875,0.0,-0.375
10:52:43.165,0.9375,0.015625,-0.3125
10:52:43.165,0.9375,0.0625,-0.25
10:52:43.166,0.84375,-0.015625,-0.328125
10:52:43.166,0.890625,-0.03125,-0.3125
10:52:43.166,0.96875,0.015625,-0.265625
10:52:43.416,0.953125,0.0,-0.3125
10:52:43.417,0.921875,0.0,-0.359375
10:52:43.417,1.0,0.03125,-0.3125
10:52:43.418,0.96875,0.046875,-0.296875
10:52:43.418,0.90625,0.078125,-0.28125
10:52:43.419,0.921875,0.03125,-0.296875
10:52:43.565,0.953125,0.046875,-0.28125
10:52:43.565,0.9375,0.0625,-0.25
10:52:43.566,0.953125,0.078125,-0.234375
10:52:43.566,0.953125,0.03125,-0.265625
10:52:43.566,0.96875,0.046875,-0.25
10:52:43.566,0.921875,0.03125,-0.265625
10:52:43.765,0.890625,-0.015625,-0.28125
10:52:43.765,0.9375,0.0625,-0.234375
10:52:43.765,1.0,0.09375,-0.21875
10:52:43.765,0.953125,0.0625,-0.21875
10:52:43.766,0.921875,0.03125,-0.21875
10:52:43.766,0.9375,0.0625,-0.1875
10:52:43.924,0.96875,0.078125,-0.1875
10:52:43.926,0.953125,0.0625,-0.203125
10:52:43.927,0.953125,0.046875,-0.21875
10:52:43.929,0.9375,0.046875,-0.203125
10:52:43.930,0.96875,0.046875,-0.203125
10:52:43.942,0.9375,0.046875,-0.203125
