Time,X,Y,Z,AccAvg
1.5295868675034342E9,-44,-25,-15
1.5295868675346856E9,-42,-23,-13
1.529586867565937E9,-44,-24,-14
1.5295868675971885E9,-48,-27,-10
1.52958686762844E9,-52,-23,-5
1.5295868676596913E9,-52,-19,2
1.5295868676909428E9,-62,-32,10
1.5295868677221942E9,-64,-28,9
1.5295868677534456E9,-54,-3,23
1.529586867784697E9,-57,-8,24
1.5295868678159485E9,-61,-6,27
1.5295868678472E9,-60,-2,43
1.5295868678784513E9,-59,-6,41
1.5295868679097028E9,-54,4,38
1.5295868679409542E9,-48,14,42
1.5295868679722056E9,-49,17,39
1.529586868003457E9,-47,3,43
1.5295868680347085E9,-37,-7,67
1.52958686806596E9,-30,7,64
1.5295868680972114E9,-37,7,53
1.5295868681284628E9,-38,17,48
1.5295868681597142E9,-37,29,45
1.5295868681909657E9,-43,25,47
1.529586868222217E9,-23,7,48
1.5295868682534685E9,-30,29,46
1.52958686828472E9,-48,6,42
1.5295868683159714E9,-30,-2,52
1.5295868683472228E9,-41,3,43
1.5295868683784742E9,-38,3,67
1.5295868684097257E9,-27,1,55
1.529586868440977E9,-37,30,55
1.5295868684722285E9,-20,-5,69
1.52958686850348E9,-31,0,55
1.5295868685347314E9,-27,-1,47
1.5295868685659828E9,-21,10,53
1.5295868685972342E9,-21,33,56
1.5295868686284857E9,-9,-12,74
1.529586868659737E9,-22,-1,54
1.5295868686909885E9,-26,19,65
1.52958686872224E9,-22,9,62
1.5295868687534914E9,-18,5,59
1.5295868687847428E9,-19,-5,56
1.5295868688159943E9,-30,14,57
1.5295868688472457E9,-25,33,62
1.5295868688784971E9,2,-14,54
1.5295868689097486E9,-2,11,62
1.529586868941E9,-23,40,58
1.5295868689722514E9,-27,25,57
1.5295868690035028E9,-28,18,63
1.5295868690347543E9,-32,11,55
1.5295868690660057E9,-35,-1,50
1.5295868690972571E9,-20,-6,51
1.5295868691285086E9,-16,7,54
1.52958686915976E9,-9,26,64
1.5295868691910114E9,-9,14,62
1.5295868692222629E9,-15,26,58
1.5295868692535143E9,-17,38,62
1.5295868692847657E9,-14,35,62
1.5295868693160172E9,-12,18,56
1.5295868693472686E9,-12,35,55
1.52958686937852E9,-13,40,55
1.5295868694097714E9,-13,11,46
1.5295868694410229E9,-15,26,48
1.5295868694722743E9,-21,33,52
1.5295868695035257E9,-16,51,57
1.5295868695347772E9,-15,59,56
1.5295868695660286E9,-16,33,48
1.52958686959728E9,-22,35,48
1.5295868696285315E9,-25,44,49
1.529586869659783E9,-23,30,48
1.5295868696910343E9,-24,33,52
1.5295868697222857E9,-18,32,50
1.5295868697535372E9,-11,40,55
1.5295868697847886E9,-15,39,51
1.52958686981604E9,-9,38,54
1.5295868698472915E9,-9,36,56
1.529586869878543E9,-36,28,55
1.5295868699097943E9,-26,22,52
1.5295868699410458E9,4,25,59
1.5295868699722972E9,2,35,57
1.5295868700035486E9,2,16,57
1.5295868700348E9,1,25,67
1.5295868700660515E9,2,34,63
1.529586870097303E9,-4,16,54
1.5295868701285543E9,-10,12,61
1.5295868701598058E9,-15,24,68
1.5295868701910572E9,-2,-14,49
1.5295868702223086E9,-4,0,63
1.52958687025356E9,8,11,66
1.5295868702848115E9,1,4,66
1.529586870316063E9,0,3,66
1.5295868703473144E9,3,3,65
1.5295868703785658E9,4,1,60
1.5295868704098172E9,-3,2,52
1.5295868704410686E9,4,-6,58
1.52958687047232E9,8,11,64
1.5295868705035715E9,12,5,63
1.529586870534823E9,7,-2,58
1.5295868705660744E9,8,3,61
1.5295868705973258E9,7,10,65
1.5295868706285772E9,5,10,65
1.5295868706598287E9,1,7,62
1.52958687069108E9,3,9,63
1.5295868707223315E9,-2,16,68
1.529586870753583E9,-6,11,63
1.5295868707848344E9,-3,2,59
1.5295868708160858E9,-3,4,61
1.5295868708473372E9,-3,8,63
1.5295868708785887E9,-2,8,62
1.52958687090984E9,1,9,63
1.5295868709410915E9,1,9,64
1.529586870972343E9,1,8,63
1.5295868710035944E9,0,7,61
1.5295868710348458E9,-1,8,62
1.5295868710660973E9,0,9,63
1.5295868710973487E9,0,9,63
1.5295868711286001E9,0,9,62
1.5295868711598516E9,1,11,63
1.529586871191103E9,0,13,64
1.5295868712223544E9,-1,13,63
1.5295868712536058E9,1,8,61
1.5295868712848573E9,2,10,62
1.5295868713161087E9,0,11,62
1.5295868713473601E9,1,13,64
1.5295868713786116E9,-1,10,62
1.529586871409863E9,-1,9,61
1.5295868714411144E9,2,11,62
1.5295868714723659E9,2,14,64
1.5295868715036173E9,1,11,62
1.5295868715348687E9,2,9,61
1.5295868715661201E9,1,10,62
1.5295868715973716E9,1,13,63
1.529586871628623E9,1,13,63
1.5295868716598744E9,1,12,62
1.5295868716911259E9,3,12,63
1.5295868717223773E9,2,11,62
1.5295868717536287E9,2,11,62
1.5295868717848802E9,1,12,63
1.5295868718161316E9,0,12,63
1.529586871847383E9,0,11,62
1.5295868718786345E9,1,10,62
1.529586871909886E9,2,13,63
1.5295868719411373E9,2,12,63
1.5295868719723887E9,1,11,62
