Time-E4,X-E4,Time-Moto,X-Moto,Y-Moto,Z-Moto,Y,Z,,Time,X-E4,X-Moto
14:00.163,0.796875,,,,,0.421875,0.34375,,13:49.81,,-0.0013043836
14:00.164,0.671875,,,,,0.375,0.296875,,13:49.82,,-0.0013043836
14:00.364,0.5625,,,,,0.34375,0.140625,,13:49.83,,-0.0013043836
14:00.365,0.4375,,,,,0.265625,0.1875,,13:49.84,,-0.0013043836
14:00.366,0.46875,,,,,0,0.296875,,13:49.85,,-0.0013043836
14:00.367,0.390625,,,,,0.015625,0.1875,,13:49.86,,-0.0013043836
14:00.368,-0.125,,,,,0.203125,-0.015625,,13:49.87,,-0.0013043836
14:00.369,-0.234375,,,,,0.390625,0.5,,13:49.88,,-0.0013043836
14:00.562,-0.359375,,,,,0.53125,0.671875,,13:49.89,,-0.0013043836
14:00.562,-0.453125,,,,,0.328125,1.421875,,13:49.90,,-0.0013043836
14:00.563,-0.484375,,,,,0.375,1.984375,,13:49.91,,-0.0013043836
14:00.563,-0.640625,,,,,-0.796875,1.328125,,13:49.92,,-0.0013043836
14:00.563,-0.203125,,,,,-0.9375,1.421875,,13:49.93,,-0.0013043836
14:00.563,0.15625,,,,,-0.546875,1.109375,,13:49.94,,-0.0013043836
14:00.712,-0.0625,,,,,-0.578125,0.953125,,13:49.95,,-0.0013043836
14:00.712,-0.25,,,,,-0.5625,0.84375,,13:49.96,,-0.0013043836
14:00.712,-0.1875,,,,,-0.515625,0.90625,,13:49.97,,-0.0013043836
14:00.715,-0.203125,,,,,-0.5625,0.859375,,13:49.98,,-0.0013043836
14:00.716,-0.15625,,,,,-0.453125,0.828125,,13:49.99,,-0.0013043836
14:00.717,0.046875,,,,,-0.546875,0.8125,,13:50.00,,-0.0013043836
14:00.915,-0.078125,,,,,-0.546875,0.75,,13:50.01,,-0.0013043836
14:00.917,-0.21875,,,,,-0.53125,0.75,,13:50.02,,-0.0013043836
14:00.918,-0.109375,,,,,-0.53125,0.84375,,13:50.03,,-0.0013043836
14:00.919,-0.125,,,,,-0.515625,0.859375,,13:50.04,,-0.0013043836
14:00.921,-0.125,,,,,-0.53125,0.859375,,13:50.05,,-0.0013043836
14:00.922,-0.046875,,,,,-0.484375,0.890625,,13:50.06,,-0.0013043836
14:01.111,-0.078125,,,,,-0.578125,0.828125,,13:50.07,,-0.0013043836
14:01.112,-0.078125,,,,,-0.5625,0.84375,,13:50.08,,-0.0013043836
14:01.112,-0.046875,,,,,-0.515625,0.84375,,13:50.09,,-0.0013043836
14:01.112,-0.09375,,,,,-0.578125,0.78125,,13:50.10,,-0.0013043836
14:01.112,-0.140625,,,,,-0.515625,0.78125,,13:50.11,,-0.0013043836
14:01.112,-0.078125,,,,,-0.53125,0.828125,,13:50.12,,-0.0013043836
14:01.314,-0.046875,,,,,-0.546875,0.84375,,13:50.13,,-0.0013043836
14:01.316,-0.109375,,,,,-0.5,0.84375,,13:50.14,,-0.0013043836
14:01.317,-0.046875,,,,,-0.546875,0.859375,,13:50.15,,-0.0013043836
14:01.319,-0.046875,,,,,-0.53125,0.875,,13:50.16,,-0.0013043836
14:01.320,-0.125,,,,,-0.546875,0.796875,,13:50.17,,-0.0013043836
14:01.321,-0.140625,,,,,-0.5625,0.78125,,13:50.18,,-0.0013043836
14:01.462,-0.046875,,,,,-0.53125,0.828125,,13:50.19,,-0.0013043836
14:01.463,-0.046875,,,,,-0.546875,0.8125,,13:50.20,,-0.0013043836
14:01.463,-0.125,,,,,-0.515625,0.828125,,13:50.21,,-0.0013043836
14:01.463,-0.09375,,,,,-0.515625,0.84375,,13:50.22,,-0.0013043836
14:01.463,-0.03125,,,,,-0.59375,0.84375,,13:50.23,,-0.0013043836
14:01.464,-0.078125,,,,,-0.546875,0.828125,,13:50.24,,-0.0013043836
14:01.674,-0.09375,,,,,-0.578125,0.796875,,13:50.25,,-0.0013043836
14:01.676,-0.0625,,,,,-0.546875,0.8125,,13:50.26,,-0.0013043836
14:01.677,-0.078125,,,,,-0.53125,0.8125,,13:50.27,,-0.0013043836
14:01.679,-0.0625,,,,,-0.578125,0.828125,,13:50.28,,-0.0013043836
14:01.680,-0.0625,,,,,-0.546875,0.8125,,13:50.29,,-0.0013043836
14:01.682,-0.078125,,,,,-0.53125,0.828125,,13:50.30,,-0.0013043836
14:01.862,-0.0625,,,,,-0.5625,0.84375,,13:50.31,,-0.0013043836
14:01.862,0.015625,,,,,-0.578125,0.875,,13:50.32,,-0.0013043836
14:01.862,-0.03125,,,,,-0.578125,0.828125,,13:50.33,,-0.0013043836
14:01.863,-0.09375,,,,,-0.5625,0.8125,,13:50.34,,-0.0013043836
14:01.863,-0.0625,,,,,-0.546875,0.8125,,13:50.35,,-0.0013043836
14:01.863,-0.046875,,,,,-0.5625,0.78125,,13:50.36,,-0.0013043836
14:02.065,-0.0625,,,,,-0.5625,0.796875,,13:50.37,,-0.0013043836
14:02.066,-0.0625,,,,,-0.53125,0.828125,,13:50.38,,-0.0013043836
14:02.068,-0.03125,,,,,-0.5625,0.828125,,13:50.39,,-0.0013043836
14:02.069,-0.03125,,,,,-0.578125,0.8125,,13:50.40,,-0.0013043836
14:02.071,-0.0625,,,,,-0.5625,0.84375,,13:50.41,,-0.0013043836
14:02.072,-0.09375,,,,,-0.5625,0.828125,,13:50.42,,-0.0013043836
14:02.225,-0.09375,,,,,-0.53125,0.828125,,13:50.43,,-0.0013043836
14:02.226,-0.0625,,,,,-0.546875,0.828125,,13:50.44,,-0.0013043836
14:02.228,-0.078125,,,,,-0.5625,0.8125,,13:50.45,,-0.0013043836
14:02.232,-0.078125,,,,,-0.546875,0.796875,,13:50.46,,-0.0013043836
14:02.234,-0.046875,,,,,-0.578125,0.796875,,13:50.47,,-0.0013043836
14:02.246,-0.03125,,,,,-0.5625,0.8125,,13:50.48,,-0.0013043836
14:02.412,-0.046875,,,,,-0.5625,0.796875,,13:50.49,,-0.0013043836
14:02.412,-0.0625,,,,,-0.5625,0.796875,,13:50.50,,-0.0013043836
14:02.413,-0.0625,,,,,-0.546875,0.859375,,13:50.51,,-0.0013043836
14:02.413,-0.078125,,,,,-0.578125,0.84375,,13:50.52,,-0.0013043836
14:02.413,-0.0625,,,,,-0.5625,0.8125,,13:50.53,,-0.0013043836
14:02.413,-0.0625,,,,,-0.546875,0.828125,,13:50.54,,-0.0013043836
14:02.622,-0.0625,,,,,-0.578125,0.828125,,13:50.55,,-0.0013043836
14:02.625,-0.046875,,,,,-0.5625,0.8125,,13:50.56,,-0.0013043836
14:02.627,-0.046875,,,,,-0.546875,0.8125,,13:50.57,,-0.0013043836
14:02.629,-0.046875,,,,,-0.578125,0.8125,,13:50.58,,-0.0013043836
14:02.630,-0.0625,,,,,-0.53125,0.8125,,13:50.59,,-0.0013043836
14:02.632,-0.0625,,,,,-0.578125,0.8125,,13:50.60,,-0.0013043836
14:02.812,-0.0625,,,,,-0.5625,0.8125,,13:50.61,,-0.0013043836
14:02.812,-0.0625,,,,,-0.5625,0.8125,,13:50.62,,-0.0013043836
14:02.813,-0.046875,,,,,-0.578125,0.8125,,13:50.63,,-0.0013043836
14:02.813,-0.046875,,,,,-0.546875,0.828125,,13:50.64,,-0.0013043836
14:02.813,-0.0625,,,,,-0.5625,0.828125,,13:50.65,,-0.0013043836
14:02.813,-0.046875,,,,,-0.5625,0.8125,,13:50.66,,-0.0013043836
14:02.962,-0.046875,,,,,-0.546875,0.828125,,13:50.67,,-0.0013043836
14:02.962,-0.046875,,,,,-0.5625,0.828125,,13:50.68,,-0.0013043836
14:02.962,-0.046875,,,,,-0.546875,0.8125,,13:50.69,,-0.0013043836
14:02.966,-0.0625,,,,,-0.578125,0.78125,,13:50.70,,-0.0013043836
14:02.969,-0.046875,,,,,-0.5625,0.8125,,13:50.71,,-0.0013043836
14:02.970,-0.046875,,,,,-0.53125,0.828125,,13:50.72,,-0.0013043836
14:03.164,-0.078125,,,,,-0.53125,0.828125,,13:50.73,,-0.0013043836
14:03.166,-0.078125,,,,,-0.5625,0.8125,,13:50.74,,-0.0013043836
14:03.167,-0.0625,,,,,-0.5625,0.828125,,13:50.75,,-0.0013043836
14:03.169,-0.0625,,,,,-0.578125,0.828125,,13:50.76,,-0.0013043836
14:03.170,-0.078125,,,,,-0.578125,0.8125,,13:50.77,,-0.0013043836
14:03.171,-0.0625,,,,,-0.546875,0.8125,,13:50.78,,-0.0013043836
14:03.363,-0.0625,,,,,-0.578125,0.828125,,13:50.79,,-0.0013043836
14:03.363,-0.078125,,,,,-0.5625,0.828125,,13:50.80,,-0.0013043836
14:03.363,-0.0625,,,,,-0.546875,0.828125,,13:50.81,,-0.0013043836
14:03.363,-0.0625,,,,,-0.546875,0.828125,,13:50.82,,-0.0013043836
14:03.364,-0.078125,,,,,-0.546875,0.8125,,13:50.83,,-0.0013043836
14:03.364,-0.09375,,,,,-0.546875,0.796875,,13:50.84,,-0.0013043836
14:03.571,-0.0625,,,,,-0.546875,0.796875,,13:50.85,,-0.0013043836
14:03.572,-0.046875,,,,,-0.5625,0.8125,,13:50.86,,-0.0013043836
14:03.576,-0.078125,,,,,-0.5625,0.8125,,13:50.87,,-0.0013043836
14:03.577,-0.078125,,,,,-0.546875,0.8125,,13:50.88,,-0.0013043836
14:03.578,-0.0625,,,,,-0.5625,0.828125,,13:50.89,,-0.0013043836
14:03.579,-0.078125,,,,,-0.546875,0.828125,,13:50.90,,-0.0013043836
14:03.719,-0.078125,,,,,-0.5625,0.796875,,13:50.91,,-0.0013043836
14:03.721,-0.078125,,,,,-0.578125,0.8125,,13:50.92,,-0.0013043836
14:03.722,-0.078125,,,,,-0.546875,0.828125,,13:50.93,,-0.0013043836
14:03.724,-0.09375,,,,,-0.578125,0.828125,,13:50.94,,-0.0013043836
14:03.725,-0.078125,,,,,-0.5625,0.84375,,13:50.95,,-0.0013043836
14:03.727,-0.078125,,,,,-0.53125,0.875,,13:50.96,,-0.0013043836
14:03.912,-0.140625,,,,,-0.5625,0.84375,,13:50.97,,-0.0013043836
14:03.912,-0.125,,,,,-0.53125,0.84375,,13:50.98,,-0.0013043836
14:03.913,-0.125,,,,,-0.53125,0.828125,,13:50.99,,-0.0013043836
14:03.913,-0.140625,,,,,-0.53125,0.8125,,13:51.00,,-0.0013043836
14:03.913,-0.15625,,,,,-0.5,0.8125,,13:51.01,,-0.0013043836
14:03.913,-0.1875,,,,,-0.40625,0.84375,,13:51.02,,-0.0013043836
14:04.114,-0.1875,,,,,-0.4375,0.828125,,13:51.03,0.21875,-0.0013043836
14:04.114,-0.125,,,,,-0.40625,0.8125,,13:51.04,0.21875,-0.0013043836
14:04.115,-0.046875,,,,,-0.34375,0.84375,,13:51.05,0.21875,-0.0013043836
14:04.117,-0.015625,,,,,-0.25,0.8125,,13:51.06,0.21875,-0.0013043836
14:04.118,-0.03125,,,,,-0.265625,0.75,,13:51.07,0.21875,-0.0013043836
14:04.118,0.125,,,,,-0.265625,0.75,,13:51.08,0.21875,-0.0013043836
14:04.314,0.203125,,,,,-0.25,0.75,,13:51.09,0.21875,-0.0013043836
14:04.316,0.15625,,,,,-0.265625,0.703125,,13:51.10,0.21875,-0.0013043836
14:04.317,0.15625,,,,,-0.25,0.640625,,13:51.11,0.21875,-0.0013043836
14:04.319,0.296875,,,,,-0.171875,0.609375,,13:51.12,0.21875,-0.0013043836
14:04.320,0.375,,,,,-0.21875,0.625,,13:51.13,0.21875,-0.0013043836
14:04.322,0.34375,,,,,-0.28125,0.703125,,13:51.14,0.21875,-0.0013043836
14:04.465,0.390625,,,,,-0.109375,0.734375,,13:51.15,0.21875,-0.0013043836
14:04.466,0.453125,,,,,0.03125,0.796875,,13:51.16,0.21875,-0.0013043836
14:04.468,0.65625,,,,,0.21875,0.984375,,13:51.17,0.21875,-0.0013043836
14:04.469,0.703125,,,,,0.234375,0.953125,,13:51.18,0.21875,-0.0013043836
14:04.470,0.40625,,,,,0.328125,0.6875,,13:51.19,0.21875,-0.0013043836
14:04.472,0.359375,,,,,0.453125,0.640625,,13:51.20,0.21875,-0.0013043836
14:04.662,0.609375,,,,,0.71875,0.59375,,13:51.21,0.21875,-0.0013043836
14:04.662,0.625,,,,,0.828125,0.59375,,13:51.22,0.21875,-0.0013043836
14:04.662,0.640625,,,,,0.984375,0.640625,,13:51.23,0.21875,-0.0013043836
14:04.663,0.71875,,,,,1.125,0.703125,,13:51.24,0.21875,-0.0013043836
14:04.663,0.609375,,,,,1.25,0.78125,,13:51.25,0.21875,-0.0013043836
14:04.663,0.375,,,,,1.09375,0.515625,,13:51.26,0.21875,-0.0013043836
14:04.865,0.3125,,,,,0.828125,0.390625,,13:51.27,0.21875,-0.0013043836
14:04.866,0.390625,,,,,0.859375,0.53125,,13:51.28,0.21875,-0.0013043836
14:04.868,0.53125,,,,,0.8125,0.75,,13:51.29,0.21875,-0.0013043836
14:04.869,0.5,,,,,0.8125,0.75,,13:51.30,0.21875,-0.0013043836
14:04.871,0.46875,,,,,0.796875,0.65625,,13:51.31,0.21875,-0.0013043836
14:04.872,0.5,,,,,0.75,0.625,,13:51.32,0.21875,-0.0013043836
14:05.061,0.484375,,,,,0.734375,0.609375,,13:51.33,0.21875,-0.0013043836
14:05.062,0.40625,,,,,0.75,0.6875,,13:51.34,0.21875,-0.0013043836
14:05.062,0.375,,,,,0.78125,0.671875,,13:51.35,0.21875,-0.0013043836
14:05.062,0.21875,,,,,0.75,0.578125,,13:51.36,0.21875,-0.0013043836
14:05.062,0.171875,,,,,0.75,0.546875,,13:51.37,0.234375,-0.0013043836
14:05.063,0.046875,,,,,0.796875,0.515625,,13:51.38,0.21875,-0.0013043836
14:05.215,0.015625,,,,,0.8125,0.546875,,13:51.39,0.21875,-0.0013043836
14:05.217,0.09375,,,,,0.796875,0.59375,,13:51.40,0.21875,-0.0013043836
14:05.219,0.09375,,,,,0.78125,0.59375,,13:51.41,0.21875,-0.0013043836
14:05.220,0.0625,,,,,0.828125,0.59375,,13:51.42,0.21875,-0.0013043836
14:05.222,0.0625,,,,,0.84375,0.5625,,13:51.43,0.21875,-0.0013043836
14:05.236,0.046875,,,,,0.8125,0.5625,,13:51.44,0.21875,-0.0013043836
14:05.412,0.0625,,,,,0.8125,0.578125,,13:51.45,0.21875,-0.0013043836
14:05.413,0.0625,,,,,0.796875,0.5625,,13:51.46,0.21875,-0.0013043836
14:05.413,0.078125,,,,,0.78125,0.578125,,13:51.47,0.21875,-0.0013043836
14:05.413,0.109375,,,,,0.8125,0.59375,,13:51.48,0.21875,-0.0013043836
14:05.413,0.078125,,,,,0.78125,0.578125,,13:51.49,0.21875,-0.0013043836
14:05.414,0.046875,,,,,0.828125,0.59375,,13:51.50,0.21875,-0.0013043836
14:05.671,0.046875,,,,,0.828125,0.5625,,13:51.51,0.21875,-0.0013043836
14:05.673,0.0625,,,,,0.796875,0.5625,,13:51.52,0.21875,-0.0013043836
14:05.675,0.078125,,,,,0.8125,0.546875,,13:51.53,0.21875,-0.0013043836
14:05.678,0.0625,,,,,0.796875,0.546875,,13:51.54,0.21875,-0.0013043836
14:05.679,0.09375,,,,,0.796875,0.578125,,13:51.55,0.21875,-0.0013043836
14:05.681,0.078125,,,,,0.8125,0.59375,,13:51.56,0.21875,-0.0013043836
14:05.812,0.0625,,,,,0.796875,0.578125,,13:51.57,0.234375,-0.0013043836
14:05.812,0.046875,,,,,0.796875,0.578125,,13:51.58,0.234375,-0.0013043836
14:05.812,0.046875,,,,,0.8125,0.578125,,13:51.59,0.234375,-0.0013043836
14:05.813,0.046875,,,,,0.796875,0.5625,,13:51.60,0.234375,-0.0013043836
14:05.813,0.0625,,,,,0.8125,0.5625,,13:51.61,0.234375,-0.0013043836
14:05.813,0.0625,,,,,0.8125,0.578125,,13:51.62,0.234375,-0.0013043836
14:05.971,0.03125,,,,,0.796875,0.578125,,13:51.63,0.234375,-0.0013043836
14:05.972,0.03125,,,,,0.796875,0.578125,,13:51.64,0.234375,-0.0013043836
14:05.973,0.03125,,,,,0.8125,0.546875,,13:51.65,0.234375,-0.0013043836
14:05.974,0.0625,,,,,0.796875,0.5625,,13:51.66,0.234375,-0.0013043836
14:05.975,0.09375,,,,,0.8125,0.578125,,13:51.67,0.234375,-0.0013043836
14:05.976,0.09375,,,,,0.796875,0.578125,,13:51.68,0.234375,-0.0013043836
14:06.162,0.09375,,,,,0.796875,0.578125,,13:51.69,0.234375,-0.0013043836
14:06.162,0.078125,,,,,0.796875,0.578125,,13:51.70,0.234375,-0.0013043836
14:06.162,0.078125,,,,,0.796875,0.578125,,13:51.71,0.234375,-0.0013043836
14:06.163,0.0625,,,,,0.796875,0.578125,,13:51.72,0.234375,-0.0013043836
14:06.163,0.0625,,,,,0.796875,0.578125,,13:51.73,0.234375,-0.0013043836
14:06.164,0.046875,,,,,0.796875,0.578125,,13:51.74,0.234375,-0.0013043836
14:06.414,0.046875,,,,,0.78125,0.578125,,13:51.75,0.234375,-0.0013043836
14:06.416,0.046875,,,,,0.796875,0.578125,,13:51.76,0.234375,-0.0013043836
14:06.417,0.046875,,,,,0.796875,0.5625,,13:51.77,0.234375,-0.0013043836
14:06.419,0.078125,,,,,0.78125,0.578125,,13:51.78,0.234375,-0.0013043836
14:06.420,0.078125,,,,,0.796875,0.578125,,13:51.79,0.234375,-0.0013043836
14:06.422,0.0625,,,,,0.796875,0.578125,,13:51.80,0.234375,-0.0013043836
14:06.562,0.0625,,,,,0.796875,0.578125,,13:51.81,0.234375,-0.0013043836
14:06.562,0.0625,,,,,0.796875,0.59375,,13:51.82,0.21875,-0.0013043836
14:06.562,0.0625,,,,,0.796875,0.578125,,13:51.83,0.21875,-0.0013043836
14:06.562,0.0625,,,,,0.796875,0.578125,,13:51.84,0.21875,-0.0013043836
14:06.563,0.0625,,,,,0.796875,0.578125,,13:51.85,0.21875,-0.0013043836
14:06.563,0.0625,,,,,0.796875,0.5625,,13:51.86,0.21875,-0.0013043836
14:06.712,0.0625,,,,,0.796875,0.578125,,13:51.87,0.21875,-0.0013043836
14:06.713,0.0625,,,,,0.796875,0.578125,,13:51.88,0.21875,-0.0013043836
14:06.713,0.078125,,,,,0.796875,0.59375,,13:51.89,0.21875,-0.0013043836
14:06.714,0.0625,,,,,0.796875,0.59375,,13:51.90,0.21875,-0.0013043836
14:06.714,0.0625,,,,,0.796875,0.578125,,13:51.91,0.21875,-0.0013043836
14:06.714,0.0625,,,,,0.796875,0.578125,,13:51.92,0.21875,-0.0013043836
14:06.912,0.078125,,,,,0.796875,0.578125,,13:51.93,0.21875,-0.0013043836
14:06.912,0.078125,,,,,0.796875,0.578125,,13:51.94,0.21875,-0.0013043836
14:06.912,0.078125,,,,,0.796875,0.578125,,13:51.95,0.21875,-0.0013043836
14:06.912,0.078125,,,,,0.796875,0.578125,,13:51.96,0.21875,-0.0013043836
14:06.913,0.078125,,,,,0.796875,0.578125,,13:51.97,0.21875,-0.0013043836
14:06.913,0.078125,,,,,0.796875,0.578125,,13:51.98,0.21875,-0.0013043836
14:07.113,0.078125,,,,,0.796875,0.578125,,13:51.99,0.21875,-0.0013043836
14:07.114,0.078125,,,,,0.796875,0.578125,,13:52.00,0.21875,-0.0013043836
14:07.115,0.078125,,,,,0.796875,0.578125,,13:52.01,0.21875,-0.0013043836
14:07.116,0.078125,,,,,0.796875,0.578125,,13:52.02,0.21875,-0.0013043836
14:07.117,0.0625,,,,,0.796875,0.578125,,13:52.03,0.21875,-0.0013043836
14:07.117,0.078125,,,,,0.796875,0.578125,,13:52.04,0.21875,-0.0013043836
14:07.314,0.09375,,,,,0.796875,0.578125,,13:52.05,0.21875,-0.0013043836
14:07.315,0.078125,,,,,0.796875,0.578125,,13:52.06,0.21875,-0.0013043836
14:07.317,0.0625,,,,,0.796875,0.578125,,13:52.07,0.21875,-0.0013043836
14:07.319,0.078125,,,,,0.796875,0.578125,,13:52.08,0.21875,-0.0013043836
14:07.320,0.078125,,,,,0.796875,0.578125,,13:52.09,0.21875,-0.0013043836
14:07.321,0.0625,,,,,0.796875,0.578125,,13:52.10,0.21875,-0.0013043836
14:07.512,0.0625,,,,,0.796875,0.578125,,13:52.11,0.21875,-0.0013043836
14:07.512,0.0625,,,,,0.796875,0.578125,,13:52.12,0.21875,-0.0013043836
14:07.512,0.0625,,,,,0.796875,0.578125,,13:52.13,0.21875,-0.0013043836
14:07.513,0.0625,,,,,0.8125,0.578125,,13:52.14,0.21875,-0.0013043836
14:07.513,0.078125,,,,,0.796875,0.578125,,13:52.15,0.21875,-0.0013043836
14:07.513,0.078125,,,,,0.796875,0.578125,,13:52.16,0.21875,-0.0013043836
14:07.669,0.0625,,,,,0.8125,0.578125,,13:52.17,0.234375,-0.0013043836
14:07.671,0.078125,,,,,0.796875,0.578125,,13:52.18,0.21875,-0.0013043836
14:07.677,0.078125,,,,,0.796875,0.5625,,13:52.19,0.234375,-0.0013043836
14:07.678,0.078125,,,,,0.8125,0.578125,,13:52.20,0.234375,-0.0013043836
14:07.680,0.078125,,,,,0.796875,0.578125,,13:52.21,0.234375,-0.0013043836
14:07.681,0.078125,,,,,0.8125,0.578125,,13:52.22,0.234375,-0.0013043836
14:07.862,0.078125,,,,,0.796875,0.578125,,13:52.23,0.234375,-0.0013043836
14:07.862,0.0625,,,,,0.796875,0.578125,,13:52.24,0.234375,-0.0013043836
14:07.862,0.0625,,,,,0.796875,0.578125,,13:52.25,0.234375,-0.0013043836
14:07.863,0.078125,,,,,0.796875,0.578125,,13:52.26,0.234375,-0.0013043836
14:07.863,0.0625,,,,,0.8125,0.578125,,13:52.27,0.234375,-0.0013043836
14:07.863,0.0625,,,,,0.8125,0.578125,,13:52.28,0.234375,-0.0013043836
14:08.064,0.0625,,,,,0.796875,0.578125,,13:52.29,0.234375,-0.0013043836
14:08.066,0.0625,,,,,0.796875,0.578125,,13:52.30,0.234375,-0.0013043836
14:08.066,0.0625,,,,,0.8125,0.578125,,13:52.31,0.234375,-0.0013043836
14:08.066,0.0625,,,,,0.796875,0.5625,,13:52.32,0.21875,-0.0013043836
14:08.067,0.0625,,,,,0.796875,0.578125,,13:52.33,0.21875,-0.0013043836
14:08.067,0.0625,,,,,0.8125,0.578125,,13:52.34,0.21875,-0.0013043836
14:08.212,0.0625,,,,,0.796875,0.578125,,13:52.35,0.21875,-0.0013043836
14:08.212,0.0625,,,,,0.796875,0.578125,,13:52.36,0.21875,-0.0013043836
14:08.212,0.046875,,,,,0.8125,0.578125,,13:52.37,0.21875,-0.0013043836
14:08.213,0.0625,,,,,0.796875,0.5625,,13:52.38,0.21875,-0.0013043836
14:08.213,0.0625,,,,,0.796875,0.578125,,13:52.39,0.21875,-0.0013043836
14:08.213,0.0625,,,,,0.796875,0.578125,,13:52.40,0.21875,-0.0013043836
14:08.464,0.046875,,,,,0.8125,0.578125,,13:52.41,0.21875,-0.0013043836
14:08.465,0.046875,,,,,0.8125,0.578125,,13:52.42,0.21875,-0.0013043836
14:08.467,0.0625,,,,,0.796875,0.578125,,13:52.43,0.21875,-0.0013043836
14:08.468,0.046875,,,,,0.796875,0.578125,,13:52.44,0.21875,-0.0013043836
14:08.470,0.046875,,,,,0.796875,0.5625,,13:52.45,0.21875,-0.0013043836
14:08.471,0.046875,,,,,0.796875,0.578125,,13:52.46,0.21875,-0.0013043836
14:08.661,0.046875,,,,,0.8125,0.5625,,13:52.47,0.21875,-0.0013043836
14:08.662,0.0625,,,,,0.8125,0.5625,,13:52.48,0.21875,-0.0013043836
14:08.662,0.0625,,,,,0.8125,0.5625,,13:52.49,0.21875,-0.0013043836
14:08.662,0.0625,,,,,0.8125,0.578125,,13:52.50,0.21875,-0.0013043836
14:08.662,0.046875,,,,,0.796875,0.578125,,13:52.51,0.21875,-0.0013043836
14:08.662,0.046875,,,,,0.8125,0.578125,,13:52.52,0.21875,-0.0013043836
14:08.816,0.046875,,,,,0.8125,0.578125,,13:52.53,0.21875,-0.0013043836
14:08.818,0.0625,,,,,0.8125,0.5625,,13:52.54,0.21875,-0.0013043836
14:08.819,0.0625,,,,,0.8125,0.5625,,13:52.55,0.21875,-0.0013043836
14:08.821,0.0625,,,,,0.8125,0.578125,,13:52.56,0.21875,-0.0013043836
14:08.822,0.0625,,,,,0.8125,0.578125,,13:52.57,0.21875,-0.0013043836
14:08.834,0.046875,,,,,0.796875,0.578125,,13:52.58,0.21875,-0.0013043836
14:08.962,0.0625,,,,,0.8125,0.5625,,13:52.59,0.21875,-0.0013043836
14:08.962,0.0625,,,,,0.8125,0.578125,,13:52.60,0.21875,-0.0013043836
14:08.962,0.0625,,,,,0.796875,0.5625,,13:52.61,0.21875,-0.0013043836
14:08.963,0.046875,,,,,0.796875,0.5625,,13:52.62,0.21875,-0.0013043836
14:08.963,0.046875,,,,,0.8125,0.578125,,13:52.63,0.21875,-0.0013043836
14:08.963,0.0625,,,,,0.8125,0.5625,,13:52.64,0.21875,-0.0013043836
14:09.165,0.046875,,,,,0.796875,0.5625,,13:52.65,0.21875,-0.0013043836
14:09.166,0.046875,,,,,0.8125,0.578125,,13:52.66,0.21875,-0.0013043836
14:09.168,0.0625,,,,,0.8125,0.578125,,13:52.67,0.21875,-0.0013043836
14:09.169,0.0625,,,,,0.796875,0.5625,,13:52.68,0.21875,-0.0013043836
14:09.171,0.0625,,,,,0.8125,0.578125,,13:52.69,0.21875,-0.0013043836
14:09.172,0.0625,,,,,0.796875,0.578125,,13:52.70,0.21875,-0.0013043836
14:09.361,0.046875,,,,,0.8125,0.5625,,13:52.71,0.21875,-0.0013043836
14:09.362,0.046875,,,,,0.8125,0.5625,,13:52.72,0.21875,-0.0013043836
14:09.362,0.0625,,,,,0.8125,0.578125,,13:52.73,0.21875,-0.0013043836
14:09.362,0.0625,,,,,0.796875,0.5625,,13:52.74,0.21875,-0.0013043836
14:09.362,0.046875,,,,,0.8125,0.5625,,13:52.75,0.21875,-0.0013043836
14:09.362,0.046875,,,,,0.796875,0.5625,,13:52.76,0.21875,-0.0013043836
14:09.576,0.0625,,,,,0.796875,0.5625,,13:52.77,0.21875,-0.0013043836
14:09.577,0.0625,,,,,0.796875,0.578125,,13:52.78,0.21875,-0.0013043836
14:09.579,0.046875,,,,,0.8125,0.578125,,13:52.79,0.21875,-0.0013043836
14:09.584,0.0625,,,,,0.8125,0.578125,,13:52.80,0.21875,-0.0013043836
14:09.585,0.0625,,,,,0.796875,0.5625,,13:52.81,0.21875,-0.0013043836
14:09.586,0.0625,,,,,0.796875,0.578125,,13:52.82,0.21875,-0.0013043836
14:09.762,0.0625,,,,,0.796875,0.578125,,13:52.83,0.21875,-0.0013043836
14:09.763,0.0625,,,,,0.796875,0.5625,,13:52.84,0.21875,-0.0013043836
14:09.763,0.046875,,,,,0.796875,0.578125,,13:52.85,0.21875,-0.0013043836
14:09.763,0.0625,,,,,0.8125,0.578125,,13:52.86,0.21875,-0.0013043836
14:09.763,0.0625,,,,,0.8125,0.578125,,13:52.87,0.21875,-0.0013043836
14:09.764,0.046875,,,,,0.796875,0.5625,,13:52.88,0.21875,-0.0013043836
14:09.915,0.0625,,,,,0.796875,0.578125,,13:52.89,0.21875,-0.0013043836
14:09.916,0.0625,,,,,0.796875,0.578125,,13:52.90,0.21875,-0.0013043836
14:09.917,0.046875,,,,,0.796875,0.578125,,13:52.91,0.21875,-0.0013043836
14:09.918,0.0625,,,,,0.8125,0.578125,,13:52.92,0.21875,-0.0013043836
14:09.918,0.0625,,,,,0.796875,0.578125,,13:52.93,0.21875,-0.0013043836
14:09.919,0.0625,,,,,0.796875,0.578125,,13:52.94,0.21875,-0.0013043836
14:10.113,0.0625,,,,,0.796875,0.5625,,13:52.95,0.21875,-0.0013043836
14:10.113,0.0625,,,,,0.796875,0.578125,,13:52.96,0.21875,-0.0013043836
