Time,X,Y,Z,AccAvg,Azimuth,Pitch,Roll,OrientAvg
15:52:32.397,-0.29951465,0.05723638,8.299275,2.6856658,0.0,0.0,0.0,0.0
15:52:32.430,-0.26956317,0.051512744,7.469348,2.4170992,0.0,0.0,0.0,0.0
15:52:32.431,-0.26956317,0.051512744,7.469348,2.4170992,1.3155174E-4,-2.660994E-4,-0.009027113,-0.0030538868
15:52:32.472,-0.24260685,0.04636147,6.722413,2.1753893,1.3155174E-4,-2.660994E-4,-0.009027113,-0.0030538868
15:52:32.502,-0.24260685,0.04636147,6.722413,2.1753893,1.3155174E-4,-2.660994E-4,-0.009027113,-0.0030538868
15:52:32.504,-0.21834618,0.041725323,6.050172,1.9578503,1.3155174E-4,-2.660994E-4,-0.009027113,-0.0030538868
15:52:32.543,-0.21159501,0.0483267,5.5141077,1.7836132,1.3155174E-4,-2.660994E-4,-0.009027113,-0.0030538868
15:52:32.586,-0.21159501,0.0483267,5.5141077,1.7836132,-0.004110851,0.0018683451,-0.0047752294,-0.002339245
15:52:32.587,-0.19043551,0.04349403,4.962697,1.6052518,-0.004110851,0.0018683451,-0.0047752294,-0.002339245
15:52:32.629,-0.1563085,0.039144628,4.4836655,1.4555006,-0.004110851,0.0018683451,-0.0047752294,-0.002339245
15:52:32.651,-0.1563085,0.039144628,4.4836655,1.4555006,1.3155174E-4,-2.660994E-4,-0.009027113,-0.0030538868
15:52:32.671,-0.14498721,0.061087545,4.0245256,1.313542,1.3155174E-4,-2.660994E-4,-0.009027113,-0.0030538868
15:52:32.702,-0.13910761,0.05713357,3.630692,1.182906,1.3155174E-4,-2.660994E-4,-0.009027113,-0.0030538868
15:52:32.711,-0.13910761,0.05713357,3.630692,1.182906,-0.0019921768,-2.5862825E-4,-0.0069033513,-0.0030513853
15:52:32.742,-0.1101134,0.036336742,3.2568483,1.0610238,-0.0019921768,-2.5862825E-4,-0.0069033513,-0.0030513853
15:52:32.782,-0.1101134,0.036336742,3.2568483,1.0610238,-0.0019921768,-2.5862825E-4,-0.0069033513,-0.0030513853
15:52:32.785,-0.10987595,0.032703068,2.9311633,0.9513302,-0.0019921768,-2.5862825E-4,-0.0069033513,-0.0030513853
15:52:32.822,-0.12474573,0.029432762,2.6358924,0.84685975,-0.0019921768,-2.5862825E-4,-0.0069033513,-0.0030513853
15:52:32.852,-0.12474573,0.029432762,2.6358924,0.84685975,1.3183428E-4,-2.6595956E-4,-0.006903073,-0.0023457326
15:52:32.865,-0.084259,0.05019208,2.3938508,0.7865946,1.3183428E-4,-2.6595956E-4,-0.006903073,-0.0023457326
15:52:32.902,-0.047820956,0.034398966,2.1350722,0.70721674,1.3183428E-4,-2.6595956E-4,-0.006903073,-0.0023457326
