Time,X,Y,Z,AccAvg
1.529587174168551E9,15,10,61
1.5295871741998024E9,15,10,61
1.5295871742310538E9,15,10,61
1.5295871742623053E9,14,10,60
1.5295871742935567E9,15,10,61
1.5295871743248081E9,14,10,61
1.5295871743560596E9,14,10,60
1.529587174387311E9,14,10,61
1.5295871744185624E9,15,10,60
1.5295871744498138E9,14,10,60
1.5295871744810653E9,15,10,61
1.5295871745123167E9,15,10,61
1.5295871745435681E9,14,10,61
1.5295871745748196E9,14,10,61
1.529587174606071E9,15,10,61
1.5295871746373224E9,15,10,61
1.5295871746685739E9,14,10,61
1.5295871746998253E9,14,10,60
1.5295871747310767E9,15,10,60
1.5295871747623281E9,15,10,61
1.5295871747935796E9,15,10,61
1.529587174824831E9,15,10,61
1.5295871748560824E9,14,10,60
1.5295871748873339E9,14,10,61
1.5295871749185853E9,14,10,60
1.5295871749498367E9,14,10,61
1.5295871749810882E9,14,10,60
1.5295871750123396E9,14,10,60
1.529587175043591E9,14,10,61
1.5295871750748425E9,15,10,60
1.529587175106094E9,14,10,61
1.5295871751373453E9,14,10,60
1.5295871751685967E9,14,10,61
1.5295871751998482E9,14,10,61
1.5295871752310996E9,14,10,60
1.529587175262351E9,15,10,61
1.5295871752936025E9,14,10,61
1.529587175324854E9,14,10,61
1.5295871753561053E9,14,10,61
1.5295871753873568E9,15,10,61
1.5295871754186082E9,14,10,61
1.5295871754498596E9,14,10,61
1.529587175481111E9,15,10,61
1.5295871755123625E9,15,10,60
1.529587175543614E9,14,10,60
1.5295871755748653E9,15,10,61
1.5295871756061168E9,14,10,61
1.5295871756373682E9,14,10,61
1.5295871756686196E9,14,10,60
1.529587175699871E9,14,10,61
1.5295871757311225E9,14,10,60
1.529587175762374E9,15,10,60
1.5295871757936254E9,15,10,60
1.5295871758248768E9,14,10,61
1.5295871758561282E9,14,10,61
1.5295871758873796E9,14,10,60
1.529587175918631E9,14,10,61
1.5295871759498825E9,14,10,60
1.529587175981134E9,14,10,60
1.5295871760123854E9,14,10,60
1.5295871760436368E9,14,10,61
1.5295871760748882E9,14,10,61
1.5295871761061397E9,14,10,61
1.529587176137391E9,14,10,60
1.5295871761686425E9,14,10,61
1.529587176199894E9,14,10,61
1.5295871762311454E9,14,10,60
1.5295871762623968E9,14,10,61
1.5295871762936482E9,14,10,61
