Time,X,Y,Z
10:43:00.877,0.9375,0.125,0.25
10:43:00.878,0.921875,0.125,0.25
10:43:00.878,0.921875,0.125,0.265625
10:43:00.878,0.921875,0.125,0.25
10:43:00.879,0.921875,0.109375,0.234375
10:43:00.879,0.921875,0.140625,0.234375
10:43:01.027,0.90625,0.125,0.21875
10:43:01.028,0.921875,0.125,0.234375
10:43:01.029,0.90625,0.125,0.25
10:43:01.031,0.90625,0.109375,0.25
10:43:01.032,0.875,0.15625,0.296875
10:43:01.033,0.859375,0.140625,0.296875
10:43:01.282,0.84375,0.171875,0.328125
10:43:01.284,0.828125,0.1875,0.296875
10:43:01.286,0.8125,0.203125,0.34375
10:43:01.287,0.953125,0.125,0.421875
10:43:01.331,0.921875,0.109375,0.375
10:43:01.331,0.828125,0.171875,0.34375
10:43:01.422,0.828125,0.15625,0.359375
10:43:01.422,0.875,0.109375,0.40625
10:43:01.422,0.90625,0.109375,0.421875
10:43:01.422,0.859375,0.078125,0.375
10:43:01.423,0.875,0.03125,0.421875
10:43:01.423,0.90625,0.0,0.375
10:43:01.574,0.90625,-0.015625,0.375
10:43:01.575,0.890625,-0.015625,0.375
10:43:01.575,0.859375,-0.015625,0.375
10:43:01.582,0.875,-0.046875,0.421875
10:43:01.583,0.875,-0.078125,0.40625
10:43:01.584,0.8125,-0.0625,0.375
10:43:01.774,0.859375,-0.046875,0.375
10:43:01.779,0.921875,-0.109375,0.390625
10:43:01.780,0.921875,-0.203125,0.390625
10:43:01.782,0.875,-0.203125,0.375
10:43:01.783,0.84375,-0.203125,0.40625
10:43:01.808,0.828125,-0.1875,0.4375
10:43:01.972,0.875,-0.296875,0.453125
10:43:01.972,0.859375,-0.328125,0.4375
10:43:01.972,0.78125,-0.265625,0.40625
10:43:01.972,0.8125,-0.28125,0.484375
10:43:01.973,0.796875,-0.3125,0.515625
10:43:01.973,0.8125,-0.34375,0.515625
10:43:02.173,0.875,-0.34375,0.484375
10:43:02.173,0.859375,-0.359375,0.46875
10:43:02.174,0.875,-0.359375,0.5
10:43:02.175,0.875,-0.359375,0.5
10:43:02.175,0.890625,-0.390625,0.46875
10:43:02.188,0.859375,-0.40625,0.421875
10:43:02.322,0.828125,-0.390625,0.4375
10:43:02.322,0.859375,-0.390625,0.4375
10:43:02.322,0.890625,-0.390625,0.4375
10:43:02.322,0.84375,-0.328125,0.375
