Time,X,Y,Z,AccAvg,Azimuth,Pitch,Roll,OrientAvg
09:31:47.935,-0.77787614,4.379728,7.1593966,3.5870829,0.0,0.0,0.0,0.0
09:31:47.971,-0.7000885,3.9417553,6.4434566,3.2283745,0.0,0.0,0.0,0.0
09:31:48.002,-0.6300796,3.5475798,5.7991114,2.9055374,0.0,0.0,0.0,0.0
09:31:48.049,-0.5670717,3.1928217,5.2192,2.6149833,0.0,0.0,0.0,0.0
09:31:48.086,-0.51036453,2.8735394,4.69728,2.3534849,0.0,0.0,0.0,0.0
09:31:48.111,-0.51036453,2.8735394,4.69728,2.3534849,0.04149522,0.010259466,0.025187887,0.025647523
09:31:48.132,-0.31280288,2.4418154,4.315898,2.1483035,0.0,0.0,0.0,0.0
09:31:48.170,-0.4711434,2.1243713,4.0028214,1.8853498,0.0,0.0,0.0,0.0
09:31:48.202,-0.49298206,1.8990054,3.6585636,1.6881957,0.0,0.0,0.0,0.0
09:31:48.242,-0.73026985,1.5539603,3.4801726,1.434621,0.0,0.0,0.0,0.0
09:31:48.282,-0.70895755,1.4373503,3.5070877,1.4118267,0.0,0.0,0.0,0.0
09:31:48.312,-0.70895755,1.4373503,3.5070877,1.4118267,0.3000605,0.40929595,-0.095720984,0.20454514
09:31:48.322,-0.35794026,1.0027201,2.7081838,1.1176546,0.0,0.0,0.0,0.0
09:31:48.365,0.3092048,1.1265452,1.9417658,1.1258386,0.0,0.0,0.0,0.0
09:31:48.402,0.6510615,0.6928284,1.5945997,0.97949654,0.0,0.0,0.0,0.0
09:31:48.442,1.003983,0.27662563,1.6786299,0.9864128,0.0,0.0,0.0,0.0
09:31:48.482,0.2571502,-0.2854228,2.420085,0.7972708,0.0,0.0,0.0,0.0
09:31:48.512,0.2571502,-0.2854228,2.420085,0.7972708,0.78819793,0.9002321,-1.0521076,0.2121075
09:31:48.523,0.17972043,-0.19439197,2.1651478,0.7168254,0.0,0.0,0.0,0.0
09:31:48.567,-0.47822174,-0.26329875,1.9464779,0.40165246,0.0,0.0,0.0,0.0
09:31:48.602,-1.4345276,-0.26713586,2.3250022,0.20777957,0.0,0.0,0.0,0.0
09:31:48.642,-0.74807,0.29396343,1.5882826,0.37805867,0.0,0.0,0.0,0.0
09:31:48.682,-0.013899863,1.3333387,0.25509882,0.5248459,0.0,0.0,0.0,0.0
09:31:48.712,-0.013899863,1.3333387,0.25509882,0.5248459,-0.06408742,-1.2187341,0.01733804,-0.42182782
09:31:48.722,0.36457688,0.5298681,0.5010915,0.46517882,0.0,0.0,0.0,0.0
09:31:48.765,-0.06836063,0.70528793,0.44667292,0.3612001,0.0,0.0,0.0,0.0
09:31:48.802,0.1151675,0.52055573,0.37614822,0.3372905,0.0,0.0,0.0,0.0
09:31:48.842,-0.19370914,0.20130706,0.9741936,0.32726383,0.0,0.0,0.0,0.0
09:31:48.882,0.14025992,-0.63548565,1.5382919,0.34768876,0.0,0.0,0.0,0.0
09:31:48.912,0.14025992,-0.63548565,1.5382919,0.34768876,-0.011193231,0.2737623,0.059345976,0.10730501
09:31:48.923,0.3201643,0.40633392,0.44497824,0.39049217,0.0,0.0,0.0,0.0
09:31:48.963,0.20842093,0.16315079,0.26903915,0.21353696,0.0,0.0,0.0,0.0
09:31:49.003,-0.13779318,-0.47805095,1.2096319,0.19792926,0.0,0.0,0.0,0.0
09:31:49.044,0.080690384,1.2289357,0.821476,0.7103674,0.0,0.0,0.0,0.0
09:31:49.083,0.5574472,1.6253448,-0.18076372,0.6673427,0.0,0.0,0.0,0.0
09:31:49.114,0.5574472,1.6253448,-0.18076372,0.6673427,-0.007407107,-0.62027705,-0.2574345,-0.29503956
09:31:49.123,0.762431,-0.5260532,0.007540703,0.08130618,0.0,0.0,0.0,0.0
09:31:49.162,0.43623328,-1.3375154,0.88809204,-0.004396677,0.0,0.0,0.0,0.0
09:31:49.203,0.3538239,0.63641953,0.32523155,0.43849167,0.0,0.0,0.0,0.0
09:31:49.246,0.75370735,-1.3169656,-1.4397364,-0.6676648,0.0,0.0,0.0,0.0
09:31:49.286,-1.6466727,-1.797227,0.66939735,-0.9248341,0.0,0.0,0.0,0.0
09:31:49.313,-1.6466727,-1.797227,0.66939735,-0.9248341,-1.7130754,NaN,2.7882025,NaN
09:31:49.324,-1.7276505,-0.87625957,0.6843395,-0.6398568,0.0,0.0,0.0,0.0
09:31:49.366,-0.7317589,-1.0666006,-0.16197014,-0.65344316,0.0,0.0,0.0,0.0
09:31:49.406,-0.44956917,-2.974661,-0.061736107,-1.1619889,0.0,0.0,0.0,0.0
09:31:49.446,-1.6931716,-1.8239014,2.004408,-0.50422174,0.0,0.0,0.0,0.0
09:31:49.483,-1.1101364,-1.8074294,0.76320744,-0.71811944,0.0,0.0,0.0,0.0
09:31:49.515,-1.1101364,-1.8074294,0.76320744,-0.71811944,-2.9740615,0.3334641,-3.0864162,-1.9090046
09:31:49.524,0.04594624,-1.4198273,0.2710142,-0.3676223,0.0,0.0,0.0,0.0
09:31:49.566,-0.22799599,-1.6678602,1.3924112,-0.16781497,0.0,0.0,0.0,0.0
09:31:49.604,0.36366594,-0.8934256,1.0118351,0.16069181,0.0,0.0,0.0,0.0
09:31:49.643,0.2842037,-0.58214056,-0.30249023,-0.20014237,0.0,0.0,0.0,0.0
09:31:49.686,0.003673911,-0.7975838,0.37850285,-0.13846903,0.0,0.0,0.0,0.0
09:31:49.713,0.003673911,-0.7975838,0.37850285,-0.13846903,-0.47742537,-0.163934,-0.823074,-0.4881445
09:31:49.724,0.007616043,-1.155246,0.8125496,-0.111693464,0.0,0.0,0.0,0.0
09:31:49.766,0.2115587,-0.10885584,0.24000359,0.11423548,0.0,0.0,0.0,0.0
